"Pedon_ID","UTM_ID","H_number","Horizon","topDepth_cm","bottomDepth_cm","dry_hue","dry_value","dry_chroma","moist_hue","moist_value","moist_chroma","texture","text_modifier","clay","sand","RF","Gravel","Cobbles","Stones","structure","dry_cons","moist_cons","stickiness","plasticity","roots","pores","pH","EC","Eff.","Boundary","CaCO3_meas","Gyp_meas","CaCO3_vis","Gyp_vis","concent_kind_.","pv_kind","pv_.","pv_distinct","pv_location","notes"
"3","0391772_3672570",2,"Byz",15,61,NA,NA,NA,"5YR",4,4,"SICL",NA,30,NA,0,NA,NA,NA,"2 M SBK",NA,NA,NA,NA,NA,NA,NA,NA,"NE",NA,NA,NA,0,8,NA,NA,NA,NA,NA,"visible white"
"3","0391772_3672570",3,"By",61,81,NA,NA,NA,"5YR",4,4,"L",NA,25,NA,0,NA,NA,NA,"2 M SBK",NA,NA,NA,NA,NA,NA,NA,NA,"NE",NA,NA,NA,0,5,NA,NA,NA,NA,NA,NA
"3","0391772_3672570",4,"2By",81,152,NA,NA,NA,"7.5YR",4,4,"L",NA,20,NA,0,NA,NA,NA,"2 M SBK",NA,NA,NA,NA,NA,NA,NA,NA,"NE",NA,NA,NA,0,10,NA,NA,NA,NA,NA,NA
"9","0391809_3616881",1,"AB",0,8,"5YR",4,6,NA,NA,NA,"SL",NA,15,NA,0,NA,NA,NA,"SBK ; PL",NA,NA,NA,NA,NA,NA,NA,NA,"ST",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"9","0391809_3616881",2,"Btk",8,46,"7.5YR",5,6,NA,NA,NA,"SCL",NA,30,NA,12,NA,NA,NA,"SBK",NA,NA,NA,NA,NA,NA,NA,NA,"ST",NA,NA,NA,8,0,NA,NA,NA,NA,NA,NA
"9","0391809_3616881",3,"Btky1",46,104,"7.5YR",5,6,NA,NA,NA,"SCL",NA,25,NA,25,NA,NA,NA,"SBK",NA,NA,NA,NA,NA,NA,NA,NA,"VE",NA,NA,NA,13,8,NA,NA,NA,NA,NA,NA
"9","0391809_3616881",4,"Bky",104,147,"7.5YR",5,6,NA,NA,NA,"SL",NA,18,NA,30,NA,NA,NA,"SBK",NA,NA,NA,NA,NA,NA,NA,NA,"ST",NA,NA,NA,10,13,NA,NA,NA,NA,NA,NA
"9","0391809_3616881",5,"Btky2",147,152,NA,NA,NA,NA,NA,NA,"CL",NA,36,NA,40,NA,NA,NA,"SBK",NA,NA,NA,NA,NA,NA,NA,NA,"SL",NA,NA,NA,5,20,NA,NA,NA,NA,NA,NA
NA,"0391819_3638975",1,"A",0,3,NA,NA,NA,"5YR",4,4,"SICL",NA,38,NA,0,NA,NA,NA,"SBK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21,NA,NA,NA,NA,NA,NA
NA,"0391819_3638975",2,"By",3,25,NA,NA,NA,"10YR",5,2,"S",NA,NA,NA,0,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21,NA,NA,NA,NA,NA,NA
NA,"0391845_3638920",1,"A",0,3,NA,NA,NA,"5YR",4,4,"SICL",NA,36,NA,0,NA,NA,NA,"SBK",NA,NA,NA,NA,NA,NA,NA,NA,"SL",NA,NA,NA,0,21,NA,NA,NA,NA,NA,NA
NA,"0391845_3638920",2,"By",3,30,NA,NA,NA,"10YR",7,3,"SICL",NA,18,NA,0,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"SL",NA,NA,NA,0,21,NA,NA,NA,NA,NA,NA
NA,"0391868_3638847",1,"A",0,8,NA,NA,NA,"5YR",4,4,"SICL",NA,38,NA,0,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"SL",NA,NA,NA,0,21,NA,NA,NA,NA,NA,NA
NA,"0391868_3638847",2,"B1",8,20,NA,NA,NA,"5YR",3,3,"SICL",NA,38,NA,0,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"SL",NA,NA,NA,0,21,NA,NA,NA,NA,NA,NA
NA,"0391868_3638847",3,"B2",20,41,NA,NA,NA,"5YR",3,3,"SICL",NA,34,NA,0,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"SL",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
NA,"0391868_3638847",4,"By1",41,76,NA,NA,NA,"10YR",7,3,"LS",NA,14,NA,0,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"SL",NA,NA,NA,0,21,NA,NA,NA,NA,NA,NA
NA,"0391868_3638847",5,"BBy2",76,102,NA,NA,NA,NA,NA,NA,"SL",NA,11,NA,0,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"SL",NA,NA,NA,0,21,NA,NA,NA,NA,NA,NA
"3","0391892_3672790",1,"A",0,5,NA,NA,NA,"7.5YR",4,3,"SICL",NA,30,NA,0,NA,NA,NA,"2 F PL",NA,NA,NA,NA,NA,NA,NA,NA,"ST",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"3","0391892_3672790",2,"2B",5,114,NA,NA,NA,"5YR",4,4,"SIL",NA,20,NA,0,NA,NA,NA,"2 W SBK",NA,NA,NA,NA,NA,NA,NA,NA,"ST",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"disseminated"
"3","0391892_3672790",3,"3By",114,152,NA,NA,NA,"7.5YR",3,4,"SIL",NA,25,NA,0,NA,NA,NA,"2 M SBK",NA,NA,NA,NA,NA,NA,NA,NA,"ST",NA,NA,NA,0,10,NA,NA,NA,NA,NA,NA
NA,"0391904_3638771",1,"A",0,8,NA,NA,NA,"5YR",4,4,"SICL",NA,34,NA,0,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"SL",NA,NA,NA,0,21,NA,NA,NA,NA,NA,NA
NA,"0391904_3638771",2,"B",8,51,NA,NA,NA,"5YR",3,3,"SL",NA,40,NA,0,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"SL",NA,NA,NA,0,21,NA,NA,NA,NA,NA,NA
NA,"0391904_3638771",3,"By",51,76,NA,NA,NA,"10YR",7,3,"LS",NA,13,NA,0,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"SL",NA,NA,NA,0,21,NA,NA,NA,NA,NA,NA
NA,"0391904_3638771",4,NA,91,127,NA,NA,NA,NA,NA,NA,"LS",NA,10,NA,0,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"SL",NA,NA,NA,0,21,NA,NA,NA,NA,NA,NA
"505NM035","0391971_3639477",1,"A1",0,1,"10YR",6,3,"10YR",4,3,"L",NA,15,NA,0,NA,NA,NA,"1 TK PL","SH","FR","SS","SP",NA,"3 VF",NA,NA,"ST","AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"possibly gypsiferous loam"
"505NM035","0391971_3639477",2,"A2",1,5,"10YR",6,3,"10YR",5,3,"FSL",NA,12,NA,0,NA,NA,NA,"1 F SBK","SH","VFR","NS","NP","1 VF","2 F",NA,NA,"ST","AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"weak dilatency"
"505NM035","0391971_3639477",3,"By1",5,16,"10YR",8,3,"10YR",6,4,"FSL","GYP",8,NA,0,NA,NA,NA,"1 C SBK","S","VFR","NS","NP","1 VF","1 F",NA,NA,"ST","AW",NA,NA,NA,NA,NA,NA,NA,NA,NA,"strongly dilantent"
"505NM035","0391971_3639477",4,"By2",16,24,"10YR",8,3,"10YR",6,4,NA,"GYP",8,NA,0,NA,NA,NA,"M",NA,NA,NA,NA,"1 M","1 VF",NA,NA,"NE","AW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505NM035","0391971_3639477",5,"Bym1",24,30,"10YR",8,2,"10YR",7,4,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE","CW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505NM035","0391971_3639477",6,"Bym2",30,54,"10YR",8,2,"10YR",7,3,NA,NA,NA,NA,0,NA,NA,NA,NA,"HA","FR","NS","NP",NA,NA,NA,NA,"SL","CW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505NM035","0391971_3639477",7,"Bym3",54,70,"10YR",8,2,"10YR",7,4,NA,NA,NA,NA,0,NA,NA,NA,NA,"SH","FR","NS","NP",NA,"1 VF",NA,NA,"SL","CW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505NM035","0391971_3639477",8,"Bym4",70,90,"10YR",8,2,"10YR",7,4,NA,NA,NA,NA,0,NA,NA,NA,NA,"HA","FR","NS","NP",NA,"1 VF",NA,NA,"ST","CW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505NM035","0391971_3639477",9,"By1",90,114,"10YR",8,3,"10YR",6,4,"FSL",NA,NA,NA,0,NA,NA,NA,NA,"SH","VFR","NS","NP",NA,"1 VF",NA,NA,"ST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505NM035","0391971_3639477",10,"Bym",114,153,"10YR",8,3,"10YR",7,4,"L","GYP",15,NA,0,NA,NA,NA,NA,"HA","VFR","NS","NP",NA,"1 VF",NA,NA,"VE","CW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505NM035","0391971_3639477",11,"2Cy1",153,186,"7.5YR",7,3,"5YR",5,4,"L","GYP",8,NA,0,NA,NA,NA,NA,"HA","FR","NS","NP",NA,NA,NA,NA,"VE","CW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505NM035","0391971_3639477",12,"2Cy2",186,203,NA,NA,NA,"7.5YR",5,4,"L","GYP",17,NA,0,NA,NA,NA,NA,"HA","FR","SS","NP",NA,"1 VF",NA,NA,"VE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0391976_3638714",1,"A",0,8,NA,NA,NA,"5YR",4,4,"SICL",NA,38,NA,0,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"SL",NA,NA,NA,0,21,NA,NA,NA,NA,NA,NA
NA,"0391976_3638714",2,"By",8,46,NA,NA,NA,"10YR",7,3,"SICL",NA,38,NA,0,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"SL",NA,NA,NA,0,21,NA,NA,NA,NA,NA,NA
NA,"0391976_3638714",3,"By2",46,46,NA,NA,NA,NA,NA,NA,"LS",NA,11,NA,0,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"SL",NA,NA,NA,0,21,NA,NA,NA,NA,NA,NA
"9","0391996_3616992",1,"AB",0,5,"5YR",4,6,NA,NA,NA,"L",NA,20,NA,0,NA,NA,NA,"SBK ; PL",NA,NA,NA,NA,NA,NA,NA,NA,"SL",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"9","0391996_3616992",2,"Btk",5,51,"5YR",4,6,NA,NA,NA,"SCL",NA,25,NA,10,NA,NA,NA,"SBK",NA,NA,NA,NA,NA,NA,NA,NA,"ST",NA,NA,NA,8,0,NA,NA,NA,NA,NA,NA
"9","0391996_3616992",3,"Bky",51,94,"7.5YR",5,6,NA,NA,NA,"SL",NA,18,NA,20,NA,NA,NA,"SBK",NA,NA,NA,NA,NA,NA,NA,NA,"ST",NA,NA,NA,15,5,NA,NA,NA,NA,NA,NA
"9","0391996_3616992",4,"Btky",94,152,"7.5YR",6,4,NA,NA,NA,"CL",NA,33,NA,35,NA,NA,NA,"SBK",NA,NA,NA,NA,NA,NA,NA,NA,"ST",NA,NA,NA,10,13,NA,NA,NA,NA,NA,NA
NA,"0392036_3627551",1,"Ay",0,9,"7.5YR",7,2,"7.5YR",5,2,"SCL",NA,24,NA,0,NA,NA,NA,"1 W SBK","L","LO","MS","MP",NA,"2 T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0392036_3627551",2,"Cy2",9,28,NA,NA,NA,"7.5YR",5,2,"L",NA,23,NA,0,NA,NA,NA,"2 M SBK","SH","FR","MS","MP","1 TOT","1 T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0392036_3627551",3,NA,28,90,NA,NA,NA,"7.5YR",5,4,"SCL",NA,27,NA,0,NA,NA,NA,"1 M SBK","SH","FR","MS","MP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0392036_3627551",4,NA,90,152,NA,NA,NA,"10YR",6,3,"SCL",NA,26,NA,0,NA,NA,NA,"1 M SBK","SH","FR","SS","SP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0392037_3638644",1,"A",0,8,NA,NA,NA,"5YR",4,4,"SICL",NA,36,NA,0,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"SL",NA,NA,NA,0,21,NA,NA,NA,NA,NA,NA
NA,"0392037_3638644",2,"B",8,46,NA,NA,NA,"5YR",3,3,"SICL",NA,39,NA,0,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"SL",NA,NA,NA,0,21,NA,NA,NA,NA,NA,NA
NA,"0392037_3638644",3,"By",46,102,NA,NA,NA,"10YR",7,2,"LS",NA,13,NA,0,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"SL",NA,NA,NA,0,21,NA,NA,NA,NA,NA,NA
"3","0392063_3672963",1,"A",0,15,NA,NA,NA,"7.5YR",4,4,"SICL",NA,30,NA,0,NA,NA,NA,"2 F PL",NA,NA,NA,NA,NA,NA,NA,NA,"ST",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"3","0392063_3672963",2,"Byz",15,51,NA,NA,NA,"7.5YR",4,4,"CL",NA,28,NA,0,NA,NA,NA,"2 M SBK",NA,NA,NA,NA,NA,NA,NA,NA,"ST",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"barely visible"
"3","0392063_3672963",3,"By",51,76,NA,NA,NA,"7.5YR",4,4,"L",NA,22,NA,0,NA,NA,NA,"2 M SBK",NA,NA,NA,NA,NA,NA,NA,NA,"ST",NA,NA,NA,0,10,NA,NA,NA,NA,NA,NA
"3","0392063_3672963",4,"2By",76,102,NA,NA,NA,"7.5YR",4,3,"SICL",NA,32,NA,0,NA,NA,NA,"2 M SBK",NA,NA,NA,NA,NA,NA,NA,NA,"ST",NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
"3","0392063_3672963",5,"2BC",114,152,NA,NA,NA,NA,NA,NA,"SIL",NA,22,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"2010NM688210","0392103_3689220",1,"A",0,17,"5YR",5,3,"5YR",4,3,"SIL",NA,23,NA,NA,NA,NA,NA,"1 F PL","S","VFR","MS","MP","2 F T","1 F I",7.7,1.7,"SL","CS",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2010NM688210","0392103_3689220",2,"Bw",17,61,"5YR",6,4,"5YR",5,4,"SIL",NA,20,NA,NA,NA,NA,NA,"2 M SBK","SH","FR","MS","MP","3 F T","2 F I",7.9,1.7,"ST","CS",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2010NM688210","0392103_3689220",3,"By1",61,114,"5YR",6,4,"5YR",5,4,"SIL",NA,18,NA,NA,NA,NA,NA,"2 M SBK","SH","FR","MS","MP","1 F T","1 VF I",7.8,1.5,"ST","CS",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2010NM688210","0392103_3689220",4,"By2",114,152,"5YR",7,3,"5YR",6,3,"SIL",NA,20,NA,NA,NA,NA,NA,"2 M SBK","SH","FR","MS","MP","1 F T","1 VF I",7.9,1.4,"ST","CS",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0392125_3638540",1,"A",0,8,NA,NA,NA,"5YR",4,4,"SICL",NA,38,NA,0,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"SL",NA,NA,NA,0,21,NA,NA,NA,NA,NA,NA
NA,"0392125_3638540",2,"B",8,46,NA,NA,NA,"5YR",3,3,"SICL",NA,39,NA,0,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"SL",NA,NA,NA,0,21,NA,NA,NA,NA,NA,NA
"JPNM101105","0392128_3634727",1,"A1",0,3,"10YR",5,4,"10YR",4,4,"SICL",NA,35,NA,NA,NA,NA,NA,"1 TK PL",NA,NA,NA,NA,NA,NA,NA,NA,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CaCO1 diss. 1 hit impermeable a auger layer could petrosic"
"JPNM101105","0392128_3634727",2,"A2",3,10,"10YR",6,4,"10YR",5,4,"SIL",NA,22,NA,NA,NA,NA,NA,"1 M SBK",NA,NA,NA,NA,NA,NA,NA,NA,"ST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPNM101105","0392128_3634727",3,"By1",10,61,"10YR",8,3,"10YR",7,4,"SIL","GYP",15,NA,NA,NA,NA,NA,"1 F SBK",NA,NA,NA,NA,NA,NA,NA,NA,"ST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPNM101105","0392128_3634727",4,"By2",61,122,"7.5YR",6,4,"7.5YR",5,4,"SIL","GYP",12,NA,NA,NA,NA,NA,"1 M SBK",NA,NA,NA,NA,NA,NA,NA,NA,"ST",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA
"JPNM101105","0392130_3634768",1,"A",0,3,"7.5YR",4,3,NA,NA,NA,"SIL",NA,25,NA,0,NA,NA,NA,"1 TN PL",NA,NA,NA,NA,NA,NA,NA,NA,"SL",NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA
"JPNM101105","0392130_3634768",2,"By1",3,20,"10YR",8,3,"10YR",7,4,"SIL","GYP",15,NA,0,NA,NA,NA,"1 F SBK",NA,NA,NA,NA,NA,NA,NA,NA,"ST",NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA
"JPNM101105","0392130_3634768",3,"By2",20,66,"10YR",8,4,"10YR",7,4,"SIL","GYP",12,NA,0,NA,NA,NA,"1 M SBK",NA,NA,NA,NA,NA,NA,NA,NA,"ST",NA,NA,NA,NA,80,NA,NA,NA,NA,NA,"26"" hit impermeable by auger layer could petrogypsic"
"JPNM101105","0392153_3634691",1,"A",0,3,NA,NA,NA,NA,NA,NA,"SICL",NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPNM101105","0392153_3634691",2,"By1",3,30,NA,NA,NA,NA,NA,NA,"SIL","GYP",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPNM101105","0392153_3634691",3,"By2",30,91,NA,NA,NA,NA,NA,NA,"SIL","GYP",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPNM102805","0392153_3634691",4,"By3",91,102,"7.5YR",6,4,"7.5YR",5,4,"SIL","GYP",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"at 40"" hit impermeable by auger"
"JPNM102805","0392182_3634655",1,"A",0,3,"10YR",5,4,"10YR",4,4,"SCL",NA,25,NA,0,NA,NA,NA,"1 TK PL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPNM102805","0392182_3634655",2,"By1",3,8,"10YR",5,4,"10YR",4,4,"SIL","GYP",20,NA,0,NA,NA,NA,"1 F SBK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPNM102805","0392182_3634655",3,"By2",8,36,"10YR",8,3,"10YR",7,4,"SIL","GYP",15,NA,0,NA,NA,NA,"1 F SBK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPNM102805","0392182_3634655",4,"By3",36,71,"10YR",8,3,"10YR",7,4,"SIL","GYP",10,NA,0,NA,NA,NA,"1 F SBK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPNM102805","0392182_3634655",5,"By4",71,122,NA,NA,NA,NA,NA,NA,"SIL","GYP",10,NA,0,NA,NA,NA,"2 M SBK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA
NA,"0392183_3627501",1,"Ay",0,15,"10YR",8,3,"10YR",7,3,"SL",NA,8,NA,0,NA,NA,NA,"1 F GR","L","LO","NS","PO",NA,"2 T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0392183_3627501",2,"Cyg1",15,60,NA,NA,NA,"2.5Y",6,3,"CL",NA,28,NA,0,NA,NA,NA,"2 M SBK","HA","FI","MS","MP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0392183_3627501",3,"Cyg2",60,152,NA,NA,NA,"2.5Y",6,3,"SCL",NA,29,NA,0,NA,NA,NA,"1 M SBK","HA","FI","MS","MP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0392183_3727963",1,"A",0,1.5,NA,NA,NA,"10YR",8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0392183_3727963",2,"By1",1.5,25,NA,NA,NA,"10YR",8,1,NA,"GYP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0392183_3727963",3,"By2",25,35,NA,NA,NA,"10YR",5,4,NA,"GYP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0392183_3727963",4,"Cr",35,55,NA,NA,NA,"5YR",5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"weathered ss"
NA,"0392183_3727963",5,"R",55,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ss bedrock"
"JPNM102805","0392202_3634610",1,"A1",0,3,"10YR",5,4,"10YR",4,4,"SICL",NA,25,NA,NA,NA,NA,NA,"1 TK PL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPNM102805","0392202_3634610",2,"A2",3,10,"10YR",5,4,"10YR",4,4,"SIL",NA,20,NA,NA,NA,NA,NA,"1 F SBK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPNM102805","0392202_3634610",3,"By1",10,41,"10YR",7,4,"10YR",6,4,"SIL","GYP",12,NA,NA,NA,NA,NA,"1 F SBK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPNM102805","0392202_3634610",4,"By2",41,122,"7.5YR",6,4,"7.5YR",5,4,"SIL","GYP",12,NA,NA,NA,NA,NA,"2 F SBK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA
"JPNM101105","0392235_3634576",1,"A",0,3,"10YR",5,4,"10YR",4,4,"L",NA,12,NA,NA,NA,NA,NA,"1 TN PL",NA,NA,NA,NA,NA,NA,NA,NA,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPNM101105","0392235_3634576",2,"By1",3,10,"10YR",5,4,"10YR",4,4,"SIL","GYP",10,NA,NA,NA,NA,NA,"1 F SBK",NA,NA,NA,NA,NA,NA,NA,NA,"ST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPNM101105","0392235_3634576",3,"By2",10,61,"10YR",7,4,"10YR",6,4,"SIL","GYP",10,NA,NA,NA,NA,NA,"2 F SBK",NA,NA,NA,NA,NA,NA,NA,NA,"ST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPNM101105","0392235_3634576",4,"By3",61,91,"10YR",8,3,"10YR",7,4,"SIL","GYP",10,NA,NA,NA,NA,NA,"2 M SBK",NA,NA,NA,NA,NA,NA,NA,NA,"ST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPNM101105","0392235_3634576",5,"Bkym",91,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"impermeable by auger"
NA,"0392254_3638474",1,"A",0,8,NA,NA,NA,"5YR",3,3,"SICL",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SL",NA,NA,NA,0,21,NA,NA,NA,NA,NA,NA
NA,"0392254_3638474",2,"B",8,46,NA,NA,NA,NA,NA,NA,"SICL",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SL",NA,NA,NA,0,21,NA,NA,NA,NA,NA,NA
NA,"0392254_3638474",3,"By",46,104,NA,NA,NA,NA,NA,NA,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPNM102805","0392268_3634497",1,"A",0,3,"10YR",5,4,"10YR",4,4,"SCL",NA,22,NA,0,NA,NA,NA,"1 TN PL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPNM102805","0392268_3634497",2,"By1",3,41,"10YR",7,4,"10YR",6,4,"SIL","GYP",10,NA,0,NA,NA,NA,"1 F SBK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPNM102805","0392268_3634497",3,"By2",41,107,"10YR",7,4,"10YR",6,4,"SIL","GYP",10,NA,0,NA,NA,NA,"1 F SBK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPNM102805","0392268_3634497",4,"By3",107,122,"7.5YR",6,4,"7.5YR",5,4,"SIL","GYP",12,NA,0,NA,NA,NA,"2 M SBK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA
"JPNM101105","0392268_3634544",1,"A1",0,3,"10YR",5,4,"10YR",4,4,"SICL",NA,30,NA,0,NA,NA,NA,"1 TK PL",NA,NA,NA,NA,NA,NA,NA,NA,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPNM101105","0392268_3634544",2,"A2",3,10,"10YR",5,4,"10YR",4,4,"SICL",NA,25,NA,0,NA,NA,NA,"1 F SBK",NA,NA,NA,NA,NA,NA,NA,NA,"ST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
