"Pedon_ID","UTM_ID","H_number","Horizon","topDepth_cm","bottomDepth_cm","dry_hue","dry_value","dry_chroma","moist_hue","moist_value","moist_chroma","texture","text_modifier","clay","sand","RF","Gravel","Cobbles","Stones","structure","dry_cons","moist_cons","stickiness","plasticity","roots","pores","pH","EC","Eff.","Boundary","CaCO3_meas","Gyp_meas","CaCO3_vis","Gyp_vis","concent_kind_.","pv_kind","pv_.","pv_distinct","pv_location","notes"
NA,"0037858_3734566",1,"A",0,20,NA,NA,NA,NA,NA,NA,"L","GRV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0037858_3734566",2,"Bk",20,40,NA,NA,NA,NA,NA,NA,"L","GRV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0037858_3734566",3,"R",40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ILLEGIBLE"
NA,"0300027_3703553",1,"A",0,3,NA,NA,NA,NA,NA,NA,"L","GR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0300027_3703553",2,"Bw",3,12,NA,NA,NA,NA,NA,NA,"L","GR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0300027_3703553",3,"R",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","0310396_3658773",1,"C",0,10,"7.5YR",4,4,"7.5YR",3,4,"SL",NA,12,NA,25,15,10,NA,"1 W SBK","SH","FR","SS","SP","2 F T","2 M IG ; TOT",NA,NA,"ST","CW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","0310396_3658773",2,"Bk",10,50,"7.5YR",5,4,"7.5YR",4,4,"FSL",NA,10,NA,15,15,0,NA,"1 W SBK","SH","FR","SO","PO","1 F T","2 M IG ; TOT",NA,NA,"ST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10-50CM k=caco3 coat ON lava gravel&stone plus caco3 is disseminated restricted at 50cm deep"
"67","0310532_3658764",1,"C",0,10,"7.5YR",4,4,"7.5YR",4,3,"SL",NA,15,NA,20,20,NA,NA,"1 W SBK","SH","FR","SS","SP","1 F T","2 M IG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","0310580_3658671",1,"A",0,10,"7.5YR",4,3,"7.5YR",2.5,2,"L",NA,15,NA,15,15,NA,NA,"1 W SBK","SH","FR","SS","SP","1 F T","2 M IG ; TOT",NA,NA,"ST","GW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","0310580_3658671",2,"Bw",10,30,"7.5YR",3,4,"7.5YR",2.5,3,"L",NA,18,NA,25,15,10,NA,"1 W SBK","SH","FR","SS","SS","0","2 M IG ; TOT",NA,NA,"ST","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10-30K=caco3 coats on lava gravel & cobbles plus caco3 disseminated bag sample on east side of lava hill"
"72","0310764_3658750",1,"C",0,15,"7.5YR",5,3,"7.5YR",4,3,"L",NA,20,NA,35,25,10,NA,"1 W SBK","S","VFR","SS","SP","0","2M IG ; TOT",NA,NA,"ST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","0310809_3658747",1,"C",0,10,"7.5YR",4,4,"7.5YR",3,4,"SL",NA,12,NA,30,30,0,NA,"1 W SBK","SH","FR","SO","PO","1 F T","2 M IG ; TOT",NA,NA,NA,"GW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","0310809_3658747",2,"Bk",10,50,"7.5YR",5,3,"7.5YR",4,3,"FSL",NA,15,NA,45,35,10,NA,"1 W SBK","SH","FR","SS","SP","0","2 M IG ; TOT",NA,NA,"ST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10-50CM Bk=k=> caco3"
"83","0311248_3630052",1,"A",0,5,"7.5YR",6,3,"7.5YR",4,3,"FSL",NA,17,NA,27,25,2,NA,"1 W SBK","S","VFR","SO","PO","1 F","2 IG ; TOT",NA,NA,"ST","DW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","0311248_3630052",2,"Bk1",5,19,"7.5YR",6,4,"7.5YR",4,4,"FSL",NA,17,NA,40,35,5,NA,"SGR","S","VFR","SO","PO","1 F","2 IG ; TOT",NA,NA,"VE","GW",NA,NA,15,NA,NA,NA,NA,NA,NA,"5-19CM have 15%visible caco3"
"83","0311248_3630052",3,"Bk2",19,36,"7.5YR",6,4,"7.5YR",4,4,"L",NA,22,NA,48,40,8,NA,"SGR","SH","FR","SS","SP","0","2 IG ; TOT",NA,NA,"VE",NA,NA,NA,25,NA,NA,NA,NA,NA,NA,"19-36CM have 25%visible caco3 and CaCO3 coats on gravel cobbles ; restricted at 36 cm"
"82","0311350_3630273",1,"A",0,6,"7.5YR",4,4,"7.5YR",3,4,"SL",NA,18,NA,30,25,5,NA,"1 W SBK","S","VR","SO","PO","1 F","2 IG",NA,NA,"ST","GW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","0311350_3630273",2,"Bk1",6,20,"7.5YR",5,4,"7.5YR",4,4,"L",NA,21,NA,40,35,5,NA,"2 M SBK","S","VFR","SS","SP","2 F ; 1 MT",NA,NA,NA,"VE","GW",NA,NA,10,NA,NA,NA,NA,NA,NA,"6-20 CM have 10%visible caco3"
"82","0311350_3630273",3,"Bk2",20,35,"7.5YR",7,4,"7.5YR",6,4,"L",NA,22,NA,45,40,5,NA,"2 M SBK",NA,"n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20-35CM gravel cobbles = have CaCO3 coats"
"80","0311553_3630720",1,"A",0,8,"10YR",5,3,"10YR",3,3,"L",NA,20,NA,35,25,10,NA,"2 M SBK","S","VFR","SS","SP","2 F T","2 IG ; TOT",NA,NA,"ST","CS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","0311553_3630720",2,"Bk1",8,20,"10YR",5,3,"10YR",3,4,"L",NA,23,NA,40,35,5,NA,"2 M SBK","S","VFR","SS","SP","2 F T ; 2 M","2 IG ; TOT",NA,NA,"VE","GW",NA,NA,10,NA,NA,NA,NA,NA,NA,"8-20CM have 10%visible caco3"
"80","0311553_3630720",3,"Bk2",20,29,"10YR",4,3,"10YR",4,3,"L",NA,24,NA,55,45,10,NA,"1 F SBK","S","VFR","SS","SP","0","2 TOT",NA,NA,"VE",NA,NA,NA,15,NA,NA,NA,NA,NA,NA,"20-29CM have visible 15%visible caco3"
"78","0311752_3631167",1,"A",0,6,"10YR",5,3,"10YR",4,3,"L",NA,21,NA,30,25,5,NA,"2 M SBK","S","VFR","SS","SP","1 F T","2 IG ; TOT",NA,NA,"ST","CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","0311752_3631167",2,"Bk",6,17,"10YR",5,4,"10YR",4,4,"SIL",NA,22,NA,35,25,10,NA,"1 F SBK","S","VFR","SS","SP","2 F T ; 1 MT","2 IG ; TOT",NA,NA,"VE","CS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6-17 Visible caco3"
"78","0311752_3631167",3,"Bkk",17,45,"10YR",8,1,"10YR",7,1,"SIL",NA,22,NA,45,35,10,NA,"1 W SBK",NA,NA,"SS","SS","0","2 IG ; TOT",NA,NA,"VE",NA,NA,NA,55,NA,NA,NA,NA,NA,NA,"17-45cm have 55%visible caco3"
"77","0311852_3631393",1,"A",0,5,"10YR",5,3,"10YR",3,3,"FSL",NA,17,NA,37,30,7,NA,"1 F SBK","S","VFR","SO","PO","0","2 IG",NA,NA,"ST","DI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","0311852_3631393",2,"Bk",5,17,"10YR",6,3,"10YR",4,3,"L",NA,22,NA,50,40,10,NA,"1 F SBK","S","VFR","SS","SP","3 F T","2 IG ; TOT",NA,NA,"VE",NA,NA,NA,20,NA,NA,NA,NA,NA,NA,"5-17 have 20%visible caco3 restricted at 17cm"
"76","0311954_3631616",1,"A",0,4,"10YR",5,4,"10YR",4,4,"FSL",NA,17,NA,50,40,10,NA,"1 M SBK","S","VFR","SS","SP","0","2 IG ; TOT",NA,NA,"ST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","0312053_3631842",1,"A",0,5,"10YR",5,3,"10YR",4,3,"SIL",NA,18,NA,30,25,5,NA,"2 M SBK","SH","FR","SS","SP","1 F T","2 IG ; TOT",NA,NA,"ST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","0312053_3631842",2,"Bk1",5,15,"10YR",6,3,"10YR",4,3,"SIL",NA,21,NA,50,45,5,NA,"1 M SBK","S","VFR","SS","SP","8 F T ; 2 M T","2 IG ; TOT",NA,NA,"VE",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,"5-15 cm have 10%visible caco3"
"75","0312053_3631842",3,"Bk2",15,33,"10YR",7,3,"10YR",4,4,"L",NA,22,NA,45,35,10,NA,"1 M SBK","S","VFR","SS","SP","1 F T","2 IG ; TOT",NA,NA,"VE",NA,NA,NA,27,NA,NA,NA,NA,NA,NA,"15-33 have 25-30%visible caco3"
"74","0312156_3632010",1,"A",0,4,"10YR",5,3,"10YR",4,3,"SICL",NA,28,NA,60,60,0,NA,"2 M SBK","SH","FR","MS","MP","1 F T","3 F IG ; TOT",NA,NA,"ST","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,"60% gravel for the A horizon is surface gravel"
"74","0312156_3632010",2,"Bk1",4,14,"10YR",6,3,"10YR",4,3,"SIL",NA,24,NA,40,30,10,NA,"1 M SBK","S","VFR","MS","MP","3 F T","2 F IG ; TOT",NA,NA,"VE","SD",NA,NA,10,NA,NA,NA,NA,NA,NA,"4-14CM Have 10 10%visible caco3"
"74","0312156_3632010",3,"Bk2",14,26,"10YR",7,3,"10YR",4,4,"L",NA,24,NA,60,50,10,NA,"1 M SBK","S","VFR","MS","MP","1M T","2 F IG ; TOT",NA,NA,"VE",NA,NA,NA,25,NA,NA,NA,NA,NA,NA,"14-26CM Have 25%visiblecaco3"
"74","0312156_3632010",4,"R",26,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"0312296_3603073",1,"Apn1",0,10,"7.5YR",5,4,"7.5YR",3,2,"SIC",NA,50,7,0,NA,NA,NA,"1 F SBK","VH","FI","MS","MP","1 F M","2 VF IR",8.7,16,"ST","CS",8,0,NA,NA,"FDC",NA,NA,NA,NA,NA
NA,"0312296_3603073",2,"Apn2",10,36,"7.5YR",5,4,"7.5YR",3,2,"C",NA,55,20,0,NA,NA,NA,"MA","VH","VFI","MS","MP","2 VF M","2 VF TU",8.7,8,"ST","CS",8,0,NA,NA,"FDC",NA,NA,NA,NA,NA
NA,"0312296_3603073",3,"Cn1",36,53,"10YR",6,2,"10YR",4,3,"SIC",NA,45,10,0,NA,NA,NA,"MA","VH","VFI","MS","MP","1 F","3 VF TU",8.7,8,"ST","CS",8,0,NA,NA,"FDC",NA,NA,NA,NA,NA
NA,"0312296_3603073",4,"2Cn",53,97,"10YR",6,3,"10YR",4,3,"VFSL",NA,15,65,0,NA,NA,NA,"MA","S","VFR","SS","SP","0","2 VF IR",8.7,8,"ST","CS",8,0,NA,NA,"FDC",NA,NA,NA,NA,NA
NA,"0312296_3603073",5,"3Cn",97,152,"10YR",7,3,"10YR",4,3,"VFS",NA,2,95,0,NA,NA,NA,"MA","S","VFR","NS","NP","0","2 VF IR",8.7,8,"ST",NA,8,0,NA,NA,"FDC",NA,NA,NA,NA,NA
"T-10","0313514_3707768",1,"A",0,5,"7.5YR",5,3,"7.5YR",4,3,"L","GRV",16,45,41,33,8,0,"0 VF SGR","L","L","SS","SP","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T-10","0313514_3707768",2,"C",5,25,"7.5YR",4,4,"7.5YR",3,4,"L","GRV",21,47,40,25,15,0,"2 M SBK","SH","VFR","SS","SP","0.3 TOT",".3 TU TOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T-10","0313514_3707768",3,"R",25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T-10","0313896_3707409",1,"A",0,7,"7.5YR",5,3,"7.5YR",4,3,"SL","GRV",10,65,41,26,15,0,"1 W SGR","L","L","SO","PO","1 F TOT","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T-10","0313896_3707409",2,"Bw",7,23,"7.5YR",4,3,"7.5YR",3,3,"L","GRV",16,47,55,35,20,0,"1 W SBK","SH","VFR","SS","SP","3 F TOT",".1 TU TOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T-10","0313896_3707409",3,"Bk",23,42,"7.5YR",6,3,"7.5YR",5,3,"L","GRV",17,45,55,40,15,0,"1 W SBK","SH","VFR","SS","SP","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T-10","0313896_3707409",4,"R",42,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T-10","0314278_3707051",1,"A",0,10,"7.5YR",6,4,"7.5YR",3,4,"SIL",NA,23,15,0,0,0,0,"1 F PL","S","L","MS","MP","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T-10","0314278_3707051",2,"Bt1",10,71,"7.5YR",4,4,"7.5YR",3,4,"SICL",NA,27,14,0,0,0,0,"2 M SBK","SH","VFR","MS","MP",".3 M T",".3 TU TOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T-10","0314278_3707051",3,"Bt2",71,152,"7.5YR",5,3,"7.5YR",3,3,"SICL",NA,29,13,0,0,0,0,"2 F SBK","SH","VFR","MS","MP","0",".1 F TOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T-10","0314660_3706692",1,"A",0,8,"7.5YR",6,4,"7.5YR",3,4,"SIL",NA,22,13,40,20,20,0,"1 F PL","S","L","MS","MP","0",".1 TU TOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T-10","0314660_3706692",2,"Bw",8,45,"7.5YR",4,4,"7.5YR",3,4,"SIL","GRV",27,13,45,25,20,0,"2 M SBK","SH","VFR","MS","MP",".3 F TOT",".3 TU TOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T-10","0314660_3706692",3,"R",45,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T-10","0315043_3706333",1,"A",0,7,"7.5YR",6,4,"7.5YR",3,4,"SIL","GRV",23,14,40,25,15,0,"1 W PL","SH","VFR","SS","SP","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T-10","0315043_3706333",2,"Bw",7,38,"7.5YR",4,4,"7.5YR",3,4,"SIL","GRV",25,12,63,38,25,0,"1 M SBK","SH","VFR","MS","MP","3 F TOT",".1 TU TOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T-10","0315043_3706333",3,"R",38,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T-10","0315425_3705975",1,"A",0,5,"7.5YR",6,4,"7.5YR",3,4,"SIL","GR",21,15,29,24,15,0,"1 M SBK","SH","VFR","SS","SP","0",".1 IR TOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T-10","0315425_3705975",2,"Bw",5,44,"7.5YR",4,4,"7.5YR",3,4,"SIL","GRV",24,12,45,25,20,0,"1 M SBK","SH","VFR","SS","SP",".1 F TOT",".1 IR TOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T-10","0315425_3705975",3,"R",44,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T-10","0315808_3705616",1,"A",0,7,"7.5YR",6,4,"7.5YR",3,4,"SIL",NA,23,13,0,0,0,0,"1 M PL","SH","VFR","MS","MP","0",".1 F TOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T-10","0315808_3705616",2,"Bt1",7,78,"7.5YR",4,4,"7.5YR",3,4,"SIL",NA,27,14,0,0,0,0,"2 M SBK","SH","VFR","MS","MP","3 F TOT","3 F TOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T-10","0315808_3705616",3,"Bt2",78,110,"7.5YR",5,3,"7.5YR",3,3,"SICL",NA,29,11,0,0,0,0,"2 M SBK","HA","FR","MS","MP","1 CO TOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T-10","0315808_3705616",4,"R",110,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T-10","0316572_3704899",1,"A",0,9,NA,NA,NA,"7.5YR",3,4,"SIL","GRV",22,14,40,30,10,0,"1 W SBK","SH","VFR","SS","SP","0",".1 TU TOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T-10","0316572_3704899",2,"Bw",9,43,"7.5YR",4,4,"7.5YR",3,4,"SIL","GRV",26,13,65,45,20,0,"1 M SBK","SH","VFR","MS","MP","3 TOT",".1 TU TOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T-10","0316572_3704899",3,"R",43,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T8","0317767_3717056",1,"A",0,10,"7.5YR",4,4,"7.5YR",3,4,"SL",NA,8,NA,5,5,0,0,"2 M SBK","SH","FR","SO","PO","2 F ; 2 M","2 M IG",NA,NA,"SL","GW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T8","0317767_3717056",2,"C",10,50,"7.5YR",4,4,"7.5YR",4,4,"SL",NA,5,NA,25,20,5,0,"1 W SBK","S","VFR","SO","PO","0","2 M IG",NA,NA,"ST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baslt Bedrock"
"T8","0318630_3717263",1,"C",0,20,"7.5YR",4,6,"7.5YR",3,4,"SL",NA,5,NA,0,0,0,0,"1 W SBK","S","VFR","SO","PO","2 F","2 M IG",NA,NA,"SL","CW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T8","0318630_3717263",2,"Bw",20,50,"7.5YR",5,4,"7.5YR",4,4,"SL",NA,8,NA,0,0,0,0,"2 M SBK","SH","FR","SO","PO","1 F","2 M IG",NA,NA,"SL","CW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T8","0318630_3717263",3,"Bk1",50,125,"7.5YR",5,4,"7.5YR",4,4,"SL",NA,8,NA,0,0,0,0,"2 M SBK","SH","FR","SO","PO","ILLEGIBLE","2 M IG",NA,NA,"ST","GS",NA,NA,8,NA,NA,NA,NA,NA,NA,NA
"T8","0318630_3717263",4,"Bk2",125,150,"7.5YR",5,6,"7.5YR",4,6,"SL",NA,8,NA,0,0,0,0,"2 M SBK","SH","FR","SO","PO","0","2 M IG",NA,NA,"ST",NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
"T8","0319493_3717470",1,"A",0,15,"7.5YR",4,6,"7.5YR",4,4,"SL",NA,10,NA,0,0,0,0,"1 W SBK","S","VFR","SS","SP","1 F","2 M IG",NA,NA,"NE","CW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T8","0319493_3717470",2,"Btk",15,60,"7.5YR",5,4,"7.5YR",4,4,"SL",NA,15,NA,15,0,0,0,"2 M SBK","SH","FR","SS","SP","1 F ; 1 M","2 M IG",NA,NA,"ST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restricted at 60cm by CaCO3."
"T8","0319924_3717570",1,"C",0,10,"7.5YR",4,4,"7.5YR",3,4,"SL",NA,8,NA,0,0,0,0,"1 W SBK","S","VFR","SO","PO","2 F","2 M IG",NA,NA,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T8","0319924_3717570",2,"Bw",10,45,"7.5YR",4,4,"7.5YR",3,4,"SL",NA,5,NA,5,0,0,0,"1 W SBK","S","VFR","SO","PO","2 F ; 1 M","2 M IG",NA,NA,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T8","0319924_3717570",3,"Btk",45,60,"7.5YR",5,4,"7.5YR",4,4,"SL",NA,15,NA,15,5,10,0,"2 M SBK","SH","FR","SS","SP","0","2 M IG",NA,NA,"ST",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,"Restricted at 65cm by CaCO3."
"T8","0320539_3717676",1,"A",0,15,"7.5YR",4,4,"7.5YR",3,4,"SL",NA,8,NA,0,0,0,0,"2 M SBK","SH","FR","SS","SP","2 F","2 M IG",NA,NA,"SL","GW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T8","0320539_3717676",2,"Bt",15,40,"7.5YR",4,4,"7.5YR",3,4,"SL",NA,10,NA,0,0,0,0,"2 M SBK","SH","FR","SS","SP","2 F","2 M IG",NA,NA,"SL","CS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T8","0320539_3717676",3,"Btk",40,75,"7.5YR",5,4,"7.5YR",4,4,"SL",NA,12,NA,15,15,0,0,"2 M SBK","SH","FR","SS","SP","0","2 M IG",NA,NA,"ST","CS",NA,NA,10,NA,NA,NA,NA,NA,NA,NA
"T8","0320539_3717676",4,"C",75,100,"7.5YR",5,6,"7.5YR",4,4,"SL",NA,5,NA,NA,NA,NA,NA,"1 W SBK","S","VFR","SO","PO","0","2 M IG",NA,NA,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T8","0320791_3717781",1,"A",0,25,"7.5YR",4,6,"7.5YR",3,4,"SL",NA,5,NA,0,0,0,0,"2 W SBK","S","VFR","SO","PO","2 F ; 1 M","2 M IG",NA,NA,"NE","CW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T8","0320791_3717781",2,"Bt",25,60,"7.5YR",4,4,"7.5YR",3,4,"L",NA,18,NA,NA,NA,NA,NA,"2 M SBK","SH","FR","SS","SP","1 F","2 F T",NA,NA,"NE",NA,NA,NA,5,NA,NA,NA,NA,NA,NA,"Restricted at 60cm by gravel and cobbles."
"T8","0321222_3717882",1,"C",0,20,"7.5YR",4,6,"7.5YR",3,4,"SL",NA,5,NA,0,0,0,0,"2 W SBK","SH","FR","SO","PO","1 F","2 M T",NA,NA,"NE","CS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T8","0321222_3717882",2,"Bw1",20,70,"5YR",4,6,"5YR",4,4,"SL",NA,10,NA,0,0,0,0,"2 M SBK","SH","FR","SS","SP","0","2 M",NA,NA,"NE","CS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T8","0321222_3717882",3,"Bw2",70,150,"7.5YR",4,6,"7.5YR",4,4,"FSL",NA,5,NA,NA,NA,NA,NA,"1 W SBK","S","VFR","SO","PO","0","2 M T",NA,NA,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T-9","0324496_3717411",1,"C",0,10,"7.5YR",5,6,"7.5YR",3,4,"SL",NA,5,NA,0,0,0,0,"2 M SBK","S","VFR","SO","PO","2 F","2 M IG",NA,NA,"NE","CS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T-9","0324496_3717411",2,"Bw",10,50,"7.5YR",5,6,"7.5YR",4,6,"LS",NA,3,NA,0,0,0,0,"1 W SBK","L","L","SO","PO","1 F TOT","2 M IG",NA,NA,"NE","GW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T-9","0324496_3717411",3,"Bt",50,90,"7.5YR",5,4,"7.5YR",4,4,"SCL",NA,22,NA,0,0,0,0,"2 M SBK","MH","FI","MS","MP","0","2 M IG",NA,NA,"NE","CW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T-9","0324496_3717411",4,"Bk",90,110,"7.5YR",5,4,"7.5YR",4,4,"SL",NA,12,NA,0,0,0,0,"2 M SBK","SH","FR","SS","SP","0","2 M IG",NA,NA,"SL",NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
"T-9","0324814_3717683",1,"A",0,15,"7.5YR",5,4,"7.5YR",3,3,"L",NA,20,NA,NA,NA,NA,NA,"2 M SBK","SH","FR","MS","MP","0","2 M IG",NA,NA,"NE","CW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T-9","0324814_3717683",2,"Bt",15,30,"7.5YR",4,6,"7.5YR",3,4,"L",NA,22,NA,NA,NA,NA,NA,"2 M SBK","MH","FI","MS","MP","0","2 M IG",NA,NA,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T-9","0325140_3717952",1,"A",0,15,"7.5YR",4,6,"7.5YR",3,4,"SL",NA,5,NA,NA,NA,NA,NA,"1 W SBK","S","VFR","SO","PO","2 F TOT; 1 M TOT","2 M IG",NA,NA,"NE","CW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T-9","0325140_3717952",2,"Bt",15,50,"7.5YR",5,6,"7.5YR",4,4,"SL",NA,12,NA,NA,NA,NA,NA,"2 M SBK","SH","FR","SS","SP","1 F TOT","2 M IG",NA,NA,"NE","CS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T-9","0325140_3717952",3,"Bk",50,100,"7.5YR",6,4,"7.5YR",4,4,"SL","GR",8,NA,15,15,0,0,"2 M SBK","SH","FR","SO","PO","0","0",NA,NA,"NE",NA,NA,NA,8,NA,NA,NA,NA,NA,NA,"Restricted at 100cm by gravel."
"T7","0325720_3707291",1,"A",0,4,"5YR",5,6,"5YR",4,6,"SL","GRV",9,71,45,30,15,0,"1 W SBK","L","L","SO","PO","0","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
