"utm_E","utm_N","utm_ID"
357261,3592932,"0357261_3592932"
356863,3688101,"0356863_3688101"
356988,3688093,"0356988_3688093"
357112,3688186,"0357112_3688186"
359000,3598556,"0359000_3598556"
359203,3689149,"0359203_3689149"
359324,3689148,"0359324_3689148"
359548,3689092,"0359548_3689092"
352334,3689523,"0352334_3689523"
352373,3689528,"0352373_3689528"
356911,3687919,"0356911_3687919"
357216,3688589,"0357216_3688589"
359304,3598742,"0359304_3598742"
359338,3598762,"0359338_3598762"
359370,3598768,"0359370_3598768"
359405,3598783,"0359405_3598783"
359445,3689149,"0359445_3689149"
373419,3733175,"0373419_3733175"
374584,3733012,"0374584_3733012"
374640,3732947,"0374640_3732947"
374640,3732902,"0374663_3732902"
376385,3738119,"0376385_3738119"
376672,3734387,"0376672_3734387"
376696,3734463,"0376696_3734463"
376827,3734422,"0376827_3734422"
376870,3734411,"0376870_3734411"
358925,3598485,"0358925_3598485"
358975,3598531,"0358975_3598531"
358998,3598507,"0358998_3598507"
359030,3598578,"0359030_3598578"
352452,3689502,"0352452_3689502"
340927,3672799,"0340927_3672799"
340938,3673917,"0340938_3673917"
340362,3671273,"0340362_3671273"
340387,3671286,"0340387_3671286"
340432,3671311,"0340432_3671311"
340476,3671318,"0340476_3671318"
340502,3671331,"0340502_3671331"
340571,3671350,"0340571_3671350"
340616,3671356,"0340616_3671356"
340660,3671356,"0340660_3671356"
375855,3734522,"0375855_3734522"
375858,3734566,"0037858_3734566"
352302,3689516,"0352302_3689516"
408762,3743364,"0408762_3743364"
375826,3734443,"0375826_3734443"
375881,3734689,"0375881_3734689"
376760,3734447,"0376760_3734447"
340413,3671299,"0340413_3671299"
340533,3671337,"0340533_3671337"
356727,3590430,"0356727_3590430"
358598,3688970,"0358598_3688970"
358713,3688993,"0358713_3688993"
358839,3689012,"0358839_3689012"
358963,3689020,"0358963_3689020"
357529,3597529,"0357529_3597410"
357594,3597445,"0357594_3597445"
356910,3687612,"0356910_3687612"
357138,3687549,"0357138_3687549"
375219,3687536,"0357219_3687536"
357088,3687838,"0357088_3687838"
357964,3591631,"0357964_3591631"
358091,3597651,"0358091_3597651"
358202,3597661,"0358202_3597661"
358448,3597635,"0358448_3597635"
371309,3731804,"0371309_3731804"
371307,3731805,"0371307_3731805"
340627,3743734,"0340627_3743734"
340627,3743734,"0340627_3743734"
340631,3743728,"0340631_3743728"
371551,3733103,"0371551_3733103"
380032,3742996,"0380032_3742996"
345741,3685943,"0345741_3685943"
347638,3687668,"0347636_3687668"
345539,3685643,"0345539_3685643"
340620,3743750,"0340620_3743750"
340627,3743740,"0340627_3743740"
357020,3592789,"0357020_3592789"
356891,3592819,"0356891_3592819"
357080,3592851,"0357080_3592851"
357150,3592876,"0357150_3592876"
376505,3708720,"0376505_3708720"
369925,3726775,"0369925_3726775"
370201,3726835,"0370201_3726835"
370707,3726985,"0370707_3726985"
371129,3727139,"0371129_3727139"
371491,3727293,"0371491_3727293"
370516,3729616,"0370516_3729616"
371244,3738443,"0371244_3738443"
376273,3709205,"0376273_3709205"
370982,3729523,"0370982_3729523"
356837,3687911,"0356837_3687911"
356900,3687910,"0356900_3687910"
356959,3687929,"0356959_3687929"
357024,3687867,"0357024_3687867"
371180,3731965,"0371180_3731965"
371950,3727214,"0371950_3727214"
371343,3734116,"0371343_3734116"
371734,3736114,"0371734_3736114"
371758,3735979,"0371758_3735979"
339177,3707349,"0339177_3707349"
414297,3621559,"0414297_3621559"
373301,3708530,"0373301_3708530"
412925,3625701,"0412925_3625701"
413818,3624085,"0413818_3624085"
416086,3618141,"0416086_3618141"
417146,3617382,"0417146_3617382"
417578,3617229,"0417578_3617229"
413041,3623586,"0413041_3623586"
414550,3620025,"0414550_3620025"
412379,3628526,"0412379_3628526"
416941,3618154,"0416941_3618154"
367819,3725838,"0367819_3725838"
364789,3727473,"0364789_3727473"
364792,3727612,"0364792_3727612"
364792,3727566,"0364792_3727566"
364792,3727520,"0364792_3727520"
364799,3727654,"0364799_3727654"
364805,3727692,"0364805_3727692"
325720,3707291,"0325720_3707291"
401969,3744411,"0401969_3744411"
400871,3743822,"0400871_3743822"
403341,3745149,"0403341_3745149"
326116,3706118,"0326116_3706118"
402792,3744854,"0402792_3744854"
403067,3745001,"0403067_3745001"
326214,3705531,"0326214_3705531"
361322,3708107,"0361322_3708107"
362533,3708267,"0362533_3708267"
361142,3732612,"0361142_3732612"
346061,3726769,"0346061_3726769"
346483,3728417,"0346483_3728417"
346905,3730064,"0346905_3730064"
359979,3735583,"0359979_3735583"
358313,3735720,"0358313_3735720"
358319,3736119,"0358319_3736119"
358320,3736521,"0358320_3736521"
358338,3736919,"0358338_3736919"
360946,3743595,"0360946_3743595"
392892,3721587,"0392892_3721587"
392902,3721416,"0392902_3721416"
392946,3721666,"0392946_3721666"
392947,3721729,"0392947_3721729"
392950,3721305,"0392950_3721305"
392993,3721798,"0392993_3721798"
393026,3721939,"0393026_3721939"
393031,3721877,"0393031_3721877"
397104,3715424,"0397104_3715424"
397137,3715524,"0397137_3715524"
397162,3715588,"0397162_3715588"
397186,3715650,"0397186_3715650"
397240,3715771,"0397240_3715771"
397295,3715901,"0397295_3715901"
397318,3715956,"0397318_3715956"
397337,3716015,"0397337_3716015"
396024,3684939,"0396024_3684939"
396190,3685052,"0396190_3685052"
396356,3685199,"0396356_3685199"
396523,3685390,"0396523_3685390"
396689,3685572,"0396689_3685572"
396979,3686011,"0396979_3686011"
397134,3686204,"0397134_3686204"
397257,3686424,"0397257_3686424"
397348,3686622,"0397348_3686622"
378525,3588894,"0378525_3588894"
341124,3741520,"0341124_3741520"
360496,3740039,"0360496_3740039"
384531,3585796,"0384531_3585796"
384701,3585853,"0384701_3585853"
384889,3585954,"0384889_3585954"
385019,3586096,"0385019_3586096"
385072,3586174,"0385072_3586174"
385115,3586234,"0385115_3586234"
385176,3586321,"0385176_3586321"
383348,3587361,"0383348_3587361"
383446,3587278,"0383446_3587278"
363719,3639898,"0363719_3639898"
364001,3639005,"0364001_3639005"
379856,3602918,"0379856_3602918"
379933,3602774,"0379933_3602774"
379955,3597964,"0379955_3597964"
379997,3602615,"0379997_3602615"
380028,3602677,"0380028_3602677"
380065,3602759,"0380065_3602759"
380136,3602957,"0380136_3602957"
380177,3603021,"0380177_3603021"
390175,3616093,"0390175_3616093"
390385,3616193,"0390385_3616193"
391208,3616612,"0391208_3616612"
381122,3611527,"0381122_3611527"
350255,3618757,"0350255_3618757"
387229,3632207,"0387229_3632207"
378360,3588836,"0378360_3588836"
378728,3588977,"0378728_3588977"
380092,3602445,"0380092_3602445"
355516,3683902,"0355516_3683902"
355522,3683990,"0355522_3683990"
373268,3735857,"0373268_3735857"
378912,3735703,"0378912_3735703"
381108,3741846,"0381108_3741846"
381183,3741864,"0381183_3741864"
397648,3734484,"0397648_3734484"
412721,3633881,"0412721_3633881"
412788,3633556,"0412788_3633556"
414157,3624188,"0414157_3624188"
365020,3709237,"0365020_3709237"
374947,3601955,"0374947_3601955"
388666,3593007,"0388666_3593007"
388930,3592908,"0388930_3592908"
389045,3592694,"0389045_3592694"
389091,3592572,"0389091_3592572"
389160,3592479,"0389160_3592479"
389223,3592372,"0389223_3592372"
389272,3592260,"0389272_3592260"
389333,3592152,"0389333_3592152"
389389,3592040,"0389389_3592040"
388603,3590114,"0388603_3590114"
375251,3734441,"0375251_3734441"
300027,3703553,"0300027_3703553"
311248,3630052,"0311248_3630052"
311350,3630273,"0311350_3630273"
311553,3630720,"0311553_3630720"
311752,3631167,"0311752_3631167"
311954,3631616,"0311954_3631616"
326410,3704358,"0326410_3704358"
326801,3702011,"0326801_3702011"
339279,3725993,"0339279_3725993"
345945,3727379,"0345945_3727379"
345945,3727379,"0345945_3727379"
346207,3680306,"0346207_3680306"
350848,3620403,"0350848_3620403"
350874,3620410,"0350874_3620410"
350897,3620417,"0350897_3620417"
350963,3620435,"0350963_3620435"
351004,3620441,"0351004_3620441"
351043,3620447,"0351043_3620447"
352140,3715725,"0352140_3715725"
352242,3715858,"0352242_3715858"
352337,3715960,"0352337_3715960"
352420,3716030,"0352420_3716030"
352490,3716106,"0352490_3716106"
352572,3716214,"0352572_3716214"
352617,3716290,"0352617_3716290"
352674,3716379,"0352674_3716379"
352712,3716481,"0352712_3716481"
352769,3716601,"0352769_3716601"
353902,3674818,"0353902_3674818"
354471,3674611,"0354471_3674611"
354493,3675100,"0354493_3675100"
354862,3675212,"0354862_3675212"
355284,3675331,"0355284_3675331"
355582,3675462,"0355582_3675462"
355947,3675578,"0355947_3675578"
356333,3675700,"0356333_3675700"
356537,3591406,"0356537_3591406"
356623,3591283,"0356623_3591283"
356692,3675828,"0356692_3675828"
356702,3591165,"0356702_3591165"
356774,3591040,"0356774_3591040"
356867,3590932,"0356867_3590932"
356946,3590813,"0356946_3590813"
357026,3590697,"0357026_3590697"
357076,3675952,"0357076_3675952"
357109,3590581,"0357109_3590581"
357189,3590464,"0357189_3590464"
357442,3689218,"0357442_3689218"
357474,3689199,"0357474_3689199"
357637,3712645,"0357637_3712645"
357742,3650944,"0357742_3650944"
357794,3651759,"0357794_3651759"
357814,3652616,"0357814_3652616"
357827,3685892,"0357827_3685892"
357864,3650077,"0357864_3650077"
357867,3685862,"0357867_3685862"
357875,3644767,"0357875_3644767"
357883,3653053,"0357883_3653053"
357918,3653460,"0357918_3653460"
358159,3644858,"0358159_3644858"
358458,3677367,"0358458_3677367"
358526,3644063,"0358526_3644063"
358563,3643954,"0358563_3643954"
358566,3643823,"0358566_3643823"
358608,3677141,"0358608_3677141"
358656,3643710,"0358656_3643710"
358665,3643591,"0358665_3643591"
358765,3676980,"0358765_3676980"
358876,3647917,"0358876_3647917"
358876,3647965,"0358876_3647965"
358877,3647863,"0358877_3647863"
358878,3648018,"0358878_3648018"
358886,3676760,"0358886_3676760"
358886,3648147,"0358886_3648147"
358893,3648185,"0358893_3648185"
358896,3648102,"0358896_3648102"
358900,3648048,"0358900_3648048"
359009,3642138,"0359009_3642138"
359042,3676563,"0359042_3676563"
359195,3600019,"0359195_3600019"
359245,3676360,"0359245_3676360"
359400,3633902,"0359400_3633902"
359415,3676146,"0359415_3676146"
359677,3675715,"0359677_3675715"
359734,3675500,"0359734_3675500"
359856,3675917,"0359856_3675917"
359994,3592139,"0359994_3592139"
360086,3647458,"0360086_3647458"
360418,3592422,"0360418_3592422"
360534,3592443,"0360534_3592443"
361029,3581206,"0361029_3581206"
361288,3599823,"0361288_3599823"
361410,3599719,"0361410_3599719"
361500,3599677,"0361500_3599677"
361553,3599790,"0361553_3599790"
361593,3707955,"0361593_3707955"
361622,3584570,"0361622_3584570"
361754,3640902,"0361754_3640902"
361895,3600010,"0361895_3600010"
361993,3599817,"0361993_3599817"
362005,3599895,"0362005_3599895"
362006,3599877,"0362006_3599877"
362010,3599820,"0362010_3599820"
362103,3584529,"0362103_3584529"
362252,3640842,"0362252_3640842"
362413,3677893,"0362413_3677893"
362518,3619175,"0362518_3619175"
362593,3589103,"0362593_3589103"
362666,3616640,"0362666_3616640"
362699,3708323,"0362699_3708323"
362719,3640590,"0362719_3640590"
362815,3619074,"0362815_3619074"
362875,3640897,"0362875_3640897"
362921,3708285,"0362921_3708285"
363041,3619172,"0363041_3619172"
363272,3617826,"0363272_3617826"
363272,3617926,"0363272_3617926"
364066,3706923,"0364066_3706923"
364069,3707230,"0364069_3707230"
364233,3617903,"0364233_3617903"
364374,3714723,"0364374_3714723"
364381,3714763,"0364381_3714763"
364413,3617808,"0364413_3617808"
364543,3617676,"0364543_3617676"
364643,3599435,"0364643_3599435"
364766,3599584,"0364766_3599584"
364792,3599594,"0364792_3599594"
364818,3599613,"0364818_3599613"
364834,3599629,"0364834_3599629"
364975,3641619,"0364975_3641619"
365165,3700696,"0365165_3700696"
365183,3700364,"0365183_3700364"
365187,3700528,"0365187_3700528"
365198,3700210,"0365198_3700210"
365207,3700132,"0365207_3700132"
365305,3721943,"0365305_3721943"
365674,3611206,"0365674_3611206"
366023,3730468,"0366023_3730468"
366119,3588329,"0366119_3588329"
366239,3587302,"0366239_3587302"
366381,3589781,"0366381_3589781"
366389,3602525,"0366389_3602525"
366667,3712788,"0366667_3712788"
366701,3712678,"0366701_3712678"
366993,3706477,"0366993_3706477"
367035,3706650,"0367035_3706650"
367503,3710144,"0367503_3710144"
367746,3705559,"0367746_3705559"
368021,3675354,"0368021_3675354"
368311,3735447,"0368311_3735447"
368471,3705830,"0368471_3705830"
368731,3726019,"0368731_3726019"
368754,3598670,"0368754_3598670"
368793,3711700,"0368793_3711700"
368871,3598168,"0368871_3598168"
368937,3603557,"0368937_3603557"
368970,3602482,"0368970_3602482"
369211,3613014,"0369211_3613014"
369312,3663053,"0369312_3663053"
369502,3613093,"0369502_3613093"
369700,3598900,"0369700_3598900"
369704,3612997,"0369704_3612997"
369901,3612862,"0369901_3612862"
370038,3612660,"0370038_3612660"
370058,3587576,"0370058_3587576"
370191,3612476,"0370191_3612476"
370275,3613102,"0370275_3613102"
370279,3587459,"0370279_3587459"
370384,3613944,"0370384_3613944"
370390,3613704,"0370390_3613704"
370440,3613608,"0370440_3613608"
370488,3613968,"0370488_3613968"
370492,3613512,"0370492_3613512"
370544,3701281,"0370544_3701281"
370600,3613984,"0370600_3613984"
370653,3701348,"0370653_3701348"
370761,3701404,"0370761_3701404"
370876,3701483,"0370876_3701483"
370987,3701549,"0370987_3701549"
371150,3599383,"0371150_3599383"
371206,3664783,"0371206_3664783"
371215,3664704,"0371215_3664704"
371222,3731826,"0371222_3731826"
371235,3664661,"0371235_3664661"
371243,3664548,"0371243_3664548"
371284,3664430,"0371284_3664430"
371306,3664303,"0371306_3664303"
371332,3663975,"0371332_3663975"
371335,3664142,"0371335_3664142"
371378,3663788,"0371378_3663788"
371388,3703947,"0371388_3703947"
371437,3663526,"0371437_3663526"
371524,3601945,"0371524_3601945"
371607,3600897,"0371607_3600897"
371760,3706038,"0371760_3706038"
371832,3704426,"0371832_3704426"
372044,3596931,"0372044_3596931"
372087,3706923,"0372087_3706923"
372108,3663512,"0372108_3663512"
372301,3596868,"0372301_3596868"
372353,3596824,"0372353_3596824"
372503,3596711,"0372503_3596711"
372654,3596719,"0372654_3596719"
373013,3596604,"0373013_3596604"
373013,3596604,"0373013_3596604"
373153,3596556,"0373153_3596556"
373302,3596507,"0373302_3596507"
373302,3596507,"0373302_3596507"
373455,3596459,"0373455_3596459"
373455,3596459,"0373455_3596459"
375125,3597566,"0375125_3597566"
375127,3597567,"0375127_3597567"
375146,3597618,"0375146_3597618"
375182,3597646,"0375182_3597646"
375185,3734364,"0375185_3734364"
375242,3597648,"0375242_3597648"
375251,3577528,"0375251_3577528"
375286,3597663,"0375286_3597663"
375298,3597563,"0375298_3597563"
375323,3597617,"0375323_3597617"
376316,3602018,"0376316_3602018"
376380,3697874,"0376380_3697874"
376420,3698115,"0376420_3698115"
376741,3688969,"0376741_3688969"
376855,3660000,"0376855_3660000"
376881,3660115,"0376881_3660115"
376897,3688961,"0376897_3688961"
376907,3660228,"0376907_3660228"
376943,3660347,"0376943_3660347"
377010,3660992,"0377010_3660992"
377058,3660461,"0377058_3660461"
377061,3688973,"0377061_3688973"
377065,3664101,"0377065_3664101"
377115,3661201,"0377115_3661201"
377186,3661302,"0377186_3661302"
377224,3688970,"0377224_3688970"
377327,3661432,"0377327_3661432"
377952,3692729,"0377952_3692729"
378037,3693143,"0378037_3693143"
378063,3692930,"0378063_3692930"
378623,3616121,"0378623_3616121"
378702,3616315,"0378702_3616315"
378871,3616128,"0378871_3616128"
378996,3616152,"0378996_3616152"
379193,3704781,"0379193_3704781"
379642,3740559,"0379642_3740559"
379655,3740575,"0379655_3740575"
379711,3740607,"0379711_3740607"
379734,3740619,"0379734_3740619"
380089,3702077,"0380089_3702077"
380142,3703489,"0380142_3703489"
380338,3703188,"0380338_3703188"
380498,3741921,"0380498_3741921"
380520,3591207,"0380520_3591207"
380620,3600992,"0380620_3600992"
380741,3600890,"0380741_3600890"
380830,3600757,"0380830_3600757"
380951,3691506,"0380951_3691506"
380970,3741937,"0380970_3741937"
381046,3741912,"0381046_3741912"
381046,3741920,"0381046_3741920"
381048,3741917,"0381048_3741917"
381108,3741846,"0381108_3741846"
381183,3741864,"0381183_3741864"
381216,3741893,"0381216_3741893"
381247,3706599,"0381247_3706599"
381252,3609056,"0381252_3609056"
381257,3741787,"0381257_3741787"
381265,3691812,"0381265_3691812"
381284,3741767,"0381284_3741767"
381402,3706757,"0381402_3706757"
381587,3706788,"0381587_3706788"
381593,3692049,"0381593_3692049"
381626,3740951,"0381626_3740951"
381676,3740861,"0381676_3740861"
381704,3740779,"0381704_3740779"
381715,3740666,"0381715_3740666"
381731,3740452,"0381731_3740452"
381731,3740354,"0381731_3740354"
381731,3740268,"0381731_3740268"
381731,3740190,"0381731_3740190"
381731,3740081,"0381731_3740081"
381749,3740561,"0381749_3740561"
381782,3707677,"0381782_3707677"
381792,3706915,"0381792_3706915"
381900,3692178,"0381900_3692178"
382310,3692200,"0382310_3692200"
382469,3711761,"0382469_3711761"
382555,3592932,"0382555_3592932"
382673,3591462,"0382673_3591462"
382723,3596562,"0382723_3596562"
382861,3594413,"0382861_3594413"
382988,3596116,"0382988_3596116"
383002,3593926,"0383002_3593926"
383009,3595355,"0383009_3595355"
383024,3596548,"0383024_3596548"
383138,3705654,"0383138_3705654"
383215,3705833,"0383215_3705833"
383291,3706009,"0383291_3706009"
383635,3706783,"0383635_3706783"
383653,3659042,"0383653_3659042"
383795,3659506,"0383795_3659506"
384017,3660288,"0384017_3660288"
384041,3707701,"0384041_3707701"
384045,3659968,"0384045_3659968"
384276,3659297,"0384276_3659297"
384573,3594008,"0384573_3594008"
384620,3591606,"0384620_3591606"
384683,3591610,"0384683_3591610"
384733,3594115,"0384733_3594115"
384854,3659570,"0384854_3659570"
384857,3594099,"0384857_3594099"
385334,3659715,"0385334_3659715"
385797,3659800,"0385797_3659800"
386339,3659961,"0386339_3659961"
386915,3594431,"0386915_3594431"
387446,3662276,"0387446_3662276"
388095,3678821,"0388095_3678821"
388360,3678472,"0388360_3678472"
388547,3594710,"0388547_3594710"
388617,3678140,"0388617_3678140"
388884,3677788,"0388884_3677788"
388994,3592757,"0388994_3592757"
389076,3590187,"0389076_3590187"
389237,3593728,"0389237_3593728"
389279,3713634,"0389279_3713634"
389395,3677139,"0389395_3677139"
389400,3591985,"0389400_3591985"
389415,3589074,"0389415_3589074"
389675,3676901,"0389675_3676901"
390822,3594870,"0390822_3594870"
391052,3715529,"0391052_3715529"
391131,3595102,"0391131_3595102"
391212,3715549,"0391212_3715549"
391606,3628104,"0391606_3628104"
391708,3627728,"0391708_3627728"
391971,3639477,"0391971_3639477"
392293,3595615,"0392293_3595615"
392300,3595827,"0392300_3595827"
392311,3595408,"0392311_3595408"
392727,3626969,"0392727_3626969"
392727,3626969,"0392727_3626969"
392810,3587246,"0392810_3587246"
393462,3610712,"0393462_3610712"
393762,3610588,"0393762_3610588"
394122,3729433,"0394122_3729433"
394510,3629249,"0394510_3629249"
394574,3629350,"0394574_3629350"
394576,3629650,"0394576_3629650"
394644,3629450,"0394644_3629450"
394695,3629550,"0394695_3629550"
394733,3584506,"0394733_3584506"
394777,3707972,"0394777_3707972"
394827,3629749,"0394827_3629749"
394849,3729641,"0394849_3729641"
394884,3584457,"0394884_3584457"
394893,3629950,"0394893_3629950"
394936,3630053,"0394936_3630053"
395049,3729767,"0395049_3729767"
395050,3584436,"0395050_3584436"
395354,3729559,"0395354_3729559"
395574,3583531,"0395574_3583531"
396210,3582982,"0396210_3582982"
396387,3582913,"0396387_3582913"
396554,3582893,"0396554_3582893"
397648,3645940,"0397648_3645940"
397651,3645005,"0397651_3645005"
397662,3646045,"0397662_3646045"
397672,3646808,"0397672_3646808"
397677,3646163,"0397677_3646163"
397684,3646223,"0397684_3646223"
397694,3646282,"0397694_3646282"
397713,3646337,"0397713_3646337"
397720,3646395,"0397720_3646395"
397732,3646456,"0397732_3646456"
399563,3646741,"0399563_3646741"
399578,3646674,"0399578_3646674"
399582,3646616,"0399582_3646616"
399593,3646556,"0399593_3646556"
399617,3646498,"0399617_3646498"
399625,3646446,"0399625_3646446"
399643,3646383,"0399643_3646383"
399662,3646336,"0399662_3646336"
399672,3646275,"0399672_3646275"
399694,3646225,"0399694_3646225"
399820,3644276,"0399820_3644276"
399875,3643869,"0399875_3643869"
399879,3643903,"0399879_3643903"
399884,3643976,"0399884_3643976"
399887,3644017,"0399887_3644017"
399888,3644117,"0399888_3644117"
399895,3644235,"0399895_3644235"
399896,3644080,"0399896_3644080"
399898,3644191,"0399898_3644191"
399912,3644452,"0399912_3644452"
399924,3644048,"0399924_3644048"
401316,3647256,"0401316_3647256"
401421,3744117,"0401421_3744117"
401472,3647333,"0401472_3647333"
401821,3677434,"0401821_3677434"
402451,3644945,"0402451_3644945"
402628,3648782,"0402628_3648782"
364016,3668598,"0364016_3668598"
403378,3628914,"0403378_3628914"
370333,3613800,"0370333_3613800"
363682,3668336,"0363682_3668336"
363718,3668363,"0363718_3668363"
363755,3668350,"0363755_3668350"
363812,3668425,"0363812_3668425"
363871,3668452,"0363871_3668452"
363928,3668492,"0363928_3668492"
334901,3756204,"0334901_3756204"
337565,3725060,"0337565_3725060"
341443,3726631,"0341443_3726631"
344236,3726517,"0344236_3726517"
344236,3726517,"0344236_3726517"
352672,3645781,"0352672_3645781"
363617,3668211,"0363617_3668211"
380858,3611391,"0380858_3611391"
381078,3741017,"0381078_3741017"
335455,3758886,"0335455_3758886"
335455,3758886,"0335455_3758886"
328874,3722976,"0328874_3722976"
333125,3724027,"0333125_3724027"
334675,3757856,"0334675_3757856"
335185,3755436,"0335185_3755436"
335191,3724650,"0335191_3724650"
349782,3718726,"0349782_3718726"
351323,3716636,"0351323_3716636"
352137,3716646,"0352137_3716646"
352910,3716861,"0352910_3716861"
353680,3717085,"0353680_3717085"
354397,3716752,"0354397_3716752"
387432,3664470,"0387432_3664470"
388385,3665382,"0388385_3665382"
394373,3647572,"0394373_3647572"
388824,3629673,"0388824_3629673"
388950,3629853,"0388950_3629853"
389048,3629986,"0389048_3629986"
396091,3638322,"0396091_3638322"
396384,3638639,"0396384_3638639"
396599,3638824,"0396599_3638824"
396752,3634970,"0396752_3634970"
397185,3639370,"0397185_3639370"
397576,3639730,"0397576_3639730"
378403,3617858,"0378403_3617858"
378646,3607999,"0378646_3607999"
378883,3618112,"0378883_3618112"
379844,3618639,"0379844_3618639"
390150,3586813,"0390150_3586813"
390251,3586813,"0390251_3586813"
390355,3586816,"0390355_3586816"
390586,3586801,"0390586_3586801"
390750,3586770,"0390750_3586770"
390898,3586721,"0390898_3586721"
391059,3586669,"0391059_3586669"
391288,3586570,"0391288_3586570"
391684,3586617,"0391684_3586617"
371542,3733088,"0371542_3733088"
371551,3733103,"0371551_3733103"
371577,3733131,"0371577_3733131"
371585,3733131,"0371585_3733131"
371870,3733681,"0371870_3733681"
372507,3733960,"0372507_3733960"
334251,3757932,"0334251_3757932"
371452,3733876,"0371452_3733876"
371529,3733857,"0371529_3733857"
371711,3733924,"0371711_3733924"
371805,3733931,"0371805_3733931"
371815,3734003,"0371815_3734003"
371861,3733956,"0371861_3733956"
404660,3626480,"0404660_3626480"
358353,3644690,"0358353_3644690"
404853,3625929,"0404853_3625929"
360086,3647458,"0360086_3647458"
360101,3647351,"0360101_3647351"
360101,3647351,"0360101_3647351"
360121,3647229,"0360121_3647229"
360121,3647229,"0360121_3647229"
360138,3647161,"0360138_3647161"
360138,3647161,"0360138_3647161"
360151,3647101,"0360151_3647101"
360151,3647101,"0360151_3647101"
360155,3647938,"0360155_3647038"
360155,3647038,"0360155_3647038"
360158,3646983,"0360158_3646983"
360158,3646983,"0360158_3646983"
360984,3641266,"0360984_3641266"
360984,3641266,"0360984_3641266"
362849,3647248,"0362849_3647248"
362893,3647301,"0362893_3647301"
362944,3647336,"0362944_3647336"
362980,3647357,"0362980_3647357"
362981,3647375,"0362981_3647375"
363064,3647469,"0363064_3647469"
363097,3647516,"0363097_3647516"
363143,3647545,"0363143_3647545"
364879,3639087,"0364879_3639087"
366189,3639527,"0366189_3639527"
366189,3639527,"0366189_3639527"
366726,3639734,"0366726_3639734"
366726,3639734,"0366726_3639734"
367603,3640020,"0367603_3640020"
367603,3640020,"0367603_3640020"
368385,3640331,"0368385_3640331"
369375,3640678,"0369375_3640678"
369375,3640678,"0369375_3640678"
370131,3640958,"0370131_3640958"
371692,3641583,"0371692_3641583"
371692,3641583,"0371692_3641583"
372407,3641932,"0372407_3641932"
372407,3641932,"0372407_3641932"
373550,3635466,"0373550_3635466"
373684,3637692,"0373684_3637692"
373701,3637551,"0373701_3637551"
373701,3637418,"0373701_3637418"
373745,3637147,"0373745_3637147"
362207,3639959,"0362207_3639959"
362241,3639656,"0362241_3639656"
362547,3640297,"0362547_3640297"
362630,3639649,"0362630_3639649"
382110,3685655,"0382110_3685655"
380830,3600757,"0380830_3600757"
380891,3600888,"0380891_3600888"
337794,3725506,"0337794_3725506"
338097,3725592,"0338097_3725592"
338407,3725663,"0338407_3725663"
381083,3600131,"0381083_3600131"
394715,3665335,"0394715_3665335"
395803,3665136,"0395803_3665136"
395991,3664714,"0395991_3664714"
396029,3664484,"0396029_3664484"
396084,3664248,"0396084_3664248"
377002,3664311,"0377002_3664311"
374772,3661682,"0374772_3661682"
376969,3664058,"0376969_3664058"
374905,3661014,"0374905_3661014"
342087,3682840,"0342087_3682740"
346202,3727318,"0346202_3727318"
359260,3733100,"0359260_3733100"
366000,3611802,"0366000_3611802"
366050,3611902,"0366050_3611902"
366099,3612001,"0366099_3612001"
392965,3588348,"0392965_3588348"
366021,3607102,"0366021_3607102"
379970,3610995,"0379970_3610995"
358563,3643513,"0358563_3643513"
358563,3643513,"0358563_3643513"
347790,3730294,"0347790_3730294"
347049,3623007,"0347049_3623007"
339921,3744125,"0339921_3744125"
340809,3741808,"0340809_3741808"
364524,3599392,"0364524_3599392"
359432,3633704,"0359432_3633704"
359479,3633302,"0359479_3633302"
359569,3633109,"0359569_3633109"
374606,3600852,"0374606_3600852"
367337,3707456,"0367337_3707456"
373888,3600303,"0373888_3600303"
359178,3643633,"0359178_3643633"
359178,3643633,"0359178_3643633"
358600,3645435,"0358600_3645435"
367085,3706810,"0367085_3706810"
367145,3706960,"0367145_3706960"
367210,3707120,"0367210_3707120"
367270,3707280,"0367270_3707280"
367385,3707599,"0367385_3707599"
389978,3646800,"0389978_3646800"
393421,3654714,"0393421_3654714"
393425,3654660,"0393425_3654660"
393429,3654689,"0393429_3654689"
393430,3654633,"0393430_3654633"
366465,3728738,"0366465_3728738"
363522,3639404,"0363522_3639404"
363839,3639187,"0363839_3639187"
358100,3644217,"0358100_3644217"
359185,3638595,"0359185_3638595"
359212,3638641,"0359212_3638641"
359271,3638724,"0359271_3638724"
359302,3638760,"0359302_3638760"
359708,3638042,"0359708_3638042"
359723,3638057,"0359723_3638057"
359742,3638064,"0359742_3638064"
359760,3638076,"0359760_3638076"
359787,3638084,"0359787_3638084"
342064,3682805,"0342064_3682805"
342119,3682838,"0342119_3682838"
342150,3682874,"0342150_3682874"
342173,3682895,"0342173_3682895"
342195,3682917,"0342195_3682917"
342251,3683018,"0342251_3683018"
349518,3692339,"0349518_3692339"
349803,3692452,"0349803_3692452"
349865,3692452,"0349865_3692452"
349944,3695466,"0349944_3695466"
349996,3692494,"0349996_3692494"
358292,3697216,"0358292_3697216"
358343,3697277,"0358343_3697277"
358357,3697298,"0358357_3697298"
358422,3697348,"0358422_3697348"
358441,3697436,"0358441_3697436"
358950,3697471,"0358950_3697471"
336430,3610086,"0336430_3610086"
392387,3627878,"0392387_3627878"
