"utm_E","utm_N","utm_ID"
372305,3707409,"0372305_3707409"
375770,3688974,"0375770_3688974"
376257,3688973,"0376257_3688973"
376359,3697649,"0376359_3697649"
376398,3697994,"0376398_3697994"
376504,3698410,"0376504_3698410"
393013,3722001,"0393013_3722001"
359303,3642389,"0359303_3642389"
371883,3664561,"0371883_3664561"
371984,3663828,"0371984_3663828"
380520,3601207,"0380520_3601207"
380620,3600992,"0380620_3600992"
380891,3600888,"0380891_3600888"
380915,3600392,"0380915_3600392"
380999,3600284,"0380999_3600284"
393995,3611584,"0393995_3611584"
381083,3600131,"0381083_3600131"
394200,3611600,"0394200_3611600"
376616,3601223,"0376616_3601223"
376760,3601550,"0376760_3601550"
376909,3602047,"0376909_3602047"
376929,3602373,"0376929_3602373"
377027,3602612,"0377027_3602612"
378496,3600902,"0378496_3600902"
378863,3597539,"0378863_3597539"
379507,3598277,"0379507_3598277"
379684,3598154,"0379684_3598154"
379824,3598068,"0379824_3598068"
380098,3611107,"0380098_3611107"
380410,3611204,"0380410_3611204"
380551,3611260,"0380551_3611260"
381004,3611450,"0381004_3611450"
390227,3611323,"0390227_3611323"
390267,3611929,"0390267_3611929"
390272,3612178,"0390272_3612178"
390279,3611117,"0390279_3611117"
390376,3611989,"0390376_3611989"
390595,3616284,"0390595_3616284"
391809,3616881,"0391809_3616881"
391996,3616992,"0391996_3616992"
378307,3601887,"0378307_3601887"
378642,3601526,"0378642_3601526"
380700,3611342,"0380700_3611342"
390489,3612002,"0390489_3612002"
391000,3616502,"0391000_3616502"
373372,3593951,"0373372_3593951"
377363,3602805,"0377363_3602805"
377450,3603033,"0377450_3603033"
380181,3602673,"0380181_3602673"
380203,3602999,"0380203_3602999"
380217,3602198,"0380217_3602198"
380220,3604695,"0380220_3604695"
380223,3605112,"0380223_3605112"
380232,3602430,"0380232_3602430"
380243,3603919,"0380243_3603919"
380284,3604288,"0380284_3604288"
380315,3603296,"0380315_3603296"
380324,3603587,"0380324_3603587"
393498,3611582,"0393498_3611582"
393602,3611550,"0393602_3611550"
393700,3611558,"0393700_3611558"
390173,3611519,"0390173_3611519"
378135,3598693,"0378135_3598693"
378268,3598885,"0378268_3598885"
378737,3599640,"0378737_3599640"
378600,3599369,"0378600_3599369"
393802,3611574,"0393802_3611574"
393981,3610538,"0393981_3610538"
394101,3611584,"0394101_3611584"
394300,3611574,"0394300_3611574"
364212,3676672,"0364212_3676672"
379100,3616513,"0379100_3616513"
358119,3644659,"0358119_3644659"
402823,3627700,"0402823_3627700"
404117,3620497,"0404117_3620497"
404335,3620835,"0404335_3620835"
404410,3621405,"0404410_3621405"
376863,3665404,"0376863_3665404"
413312,3617139,"0413312_3617139"
413413,3616610,"0413413_3616610"
358363,3644420,"0358363_3644420"
358686,3645164,"0358686_3645164"
360009,3658306,"0360009_3658306"
360117,3658443,"0360117_3658443"
360214,3658601,"0360214_3658601"
360295,3658726,"0360295_3658726"
360426,3658875,"0360426_3658875"
360588,3659044,"0360588_3659044"
360766,3659141,"0360766_3659141"
377895,3692053,"0377895_3692053"
378008,3692521,"0378008_3692521"
390063,3669825,"0390063_3669825"
391708,3627728,"0391708_3627728"
391772,3672570,"0391772_3672570"
391892,3672790,"0391892_3672790"
392063,3672963,"0392063_3672963"
392391,3673126,"0392391_3673126"
400448,3645166,"0400448_3645166"
391740,3626510,"0391740_3626510"
383626,3665478,"0383626_3665478"
384236,3665539,"0384236_3665539"
404044,3620062,"0404044_3620062"
401697,3626936,"0401697_3626936"
357960,3644783,"0357960_3644783"
410299,3620562,"0410299_3620562"
410256,3625771,"0410256_3625771"
413103,3615581,"0413103_3615581"
405635,3624350,"0405635_3624350"
379640,3704272,"0379640_3704272"
372039,3664409,"0372039_3664409"
372174,3663375,"0372174_3663375"
379374,3702356,"0379374_3702356"
382817,3700643,"0382817_3700643"
407097,3627836,"0407097_3627836"
390165,3670109,"0390165_3670109"
382589,3700664,"0382589_3700664"
406078,3740318,"0406078_3740318"
408358,3743216,"0408358_3743216"
408099,3743311,"0408099_3743311"
408486,3743167,"0408486_3743167"
408223,3743281,"0408223_3743281"
389058,3592521,"0389058_3592521"
404598,3624166,"0404598_3624166"
411183,3634313,"0411183_3634313"
412104,3630839,"0412104_3630839"
366974,3579763,"0366974_3579763"
372940,3708316,"0372940_3708316"
367742,3709870,"0367742_3709870"
380843,3608093,"0380843_3608093"
396285,3656179,"0396285_3656179"
379346,3598224,"0379346_3598224"
375396,3604082,"0375396_3604082"
379287,3604002,"0379287_3604002"
379591,3604087,"0379591_3604087"
379617,3603814,"0379617_3603814"
379965,3604184,"0379965_3604184"
380793,3604595,"0380793_3604595"
379803,3604067,"0379803_3604067"
380082,3604329,"0380082_3604329"
380281,3604287,"0380281_3604287"
380502,3604418,"0380502_3604418"
372230,3664922,"0372230_3664922"
372267,3664832,"0372267_3664832"
372348,3664632,"0372348_3664632"
373062,3659291,"0373062_3659291"
373290,3659500,"0373290_3659500"
373518,3659742,"0373518_3659742"
377339,3665571,"0377339_3665571"
373851,3660038,"0373851_3660038"
375359,3602254,"0375359_3602254"
377946,3599997,"0377946_3599997"
378919,3597773,"0378919_3597773"
378924,3597976,"0378924_3597976"
379040,3598075,"0379040_3598075"
379179,3598204,"0379179_3598204"
380167,3602290,"0380167_3602290"
374604,3601715,"0374604_3601715"
374705,3601770,"0374705_3601770"
374808,3601880,"0374808_3601880"
375037,3602020,"0375037_3602020"
378004,3602195,"0378004_3602195"
346607,3731250,"0346607_3731250"
347387,3732618,"0347387_3732618"
380741,3600890,"0380741_3600890"
380888,3600606,"0380888_3600606"
394435,3610323,"0394435_3610323"
358142,3643651,"0358142_3643651"
374508,3601520,"0374508_3601520"
394335,3610338,"0394335_3610338"
358115,3644332,"0358115_3644332"
363705,3676986,"0363705_3676986"
364552,3678000,"0364552_3678000"
368939,3610904,"0368939_3610904"
376955,3664770,"0376955_3664770"
376994,3664550,"0376994_3664550"
371718,3705836,"0371718_3705836"
371816,3706265,"0371816_3706265"
395679,3648186,"0395679_3648186"
394232,3610386,"0394232_3610386"
394118,3610490,"0394118_3610490"
390614,3612028,"0390614_3612028"
394398,3611579,"0394398_3611579"
393900,3611573,"0393900_3611573"
368217,3596412,"0368217_3596412"
374793,3598481,"0374793_3598481"
358159,3643500,"0358159_3643500"
371323,3704007,"0371323_3704007"
405421,3628097,"0405421_3628097"
363969,3676801,"0363969_3676801"
368402,3596490,"0368402_3596490"
368601,3596636,"0368601_3596636"
368797,3596796,"0368797_3596796"
369006,3596966,"0369006_3596966"
369201,3597118,"0369201_3597118"
369405,3597272,"0369405_3597272"
371900,3706496,"0371900_3706496"
371989,3706700,"0371989_3706700"
372201,3707192,"0372201_3707192"
372467,3707565,"0372467_3707565"
371907,3590009,"0371907_3590009"
337723,3715840,"0337723_3715840"
337810,3714464,"0337810_3714464"
337960,3714160,"0337960_3714160"
337989,3715295,"0337989_3715295"
338233,3713920,"0338233_3713920"
338712,3713864,"0338712_3713864"
358198,3645643,"0358198_3645643"
363272,3677193,"0363272_3677193"
363339,3614363,"0363339_3614363"
363448,3614258,"0363448_3614258"
366160,3730735,"0366160_3730735"
366201,3730825,"0366201_3730825"
366980,3596558,"0366980_3596558"
368049,3596601,"0368049_3596601"
368629,3612981,"0368629_3612981"
368708,3612293,"0368708_3612293"
368714,3612771,"0368714_3612771"
368960,3611762,"0368960_3611762"
368996,3611122,"0368996_3611122"
369246,3706063,"0369246_3706063"
358526,3644785,"0358526_3644785"
359623,3658034,"0359623_3658034"
359748,3658113,"0359748_3658113"
359888,3658188,"0359888_3658188"
372039,3664126,"0372039_3664126"
372047,3664002,"0372047_3664002"
372454,3664568,"0372454_3664568"
372750,3664519,"0372750_3664519"
374786,3660913,"0374786_3660913"
382932,3692133,"0382932_3692133"
383631,3693507,"0383631_3693507"
395744,3654814,"0395744_3654814"
395783,3654563,"0395783_3654563"
395799,3655066,"0395799_3655066"
396155,3655988,"0396155_3655988"
396529,3656300,"0396529_3656300"
397015,3656635,"0397015_3656635"
364826,3677400,"0364826_3677400"
391421,3616693,"0391421_3616693"
358383,3644825,"0358383_3644825"
358352,3644550,"0358352_3644550"
358363,3644420,"0358363_3644420"
358402,3644280,"0358402_3644280"
358518,3644172,"0358518_3644172"
358402,3644280,"0358402_3644280"
358500,3645374,"0358500_3645374"
358614,3645182,"0358614_3645182"
358686,3645164,"0358686_3645164"
365001,3676201,"0365001_3676201"
368688,3612014,"0368688_3612014"
368731,3612502,"0368731_3612502"
369334,3673725,"0369334_3673725"
387745,3664733,"0387745_3664733"
389933,3622360,"0389933_3622360"
390332,3622954,"0390332_3622954"
390365,3623057,"0390365_3623057"
390403,3623156,"0390403_3623156"
390458,3623342,"0390458_3623342"
391274,3621741,"0391274_3621741"
358352,3644550,"0358352_3644550"
358383,3644825,"0358383_3644825"
358453,3644986,"0358453_3644986"
393721,3628202,"0393721_3628202"
369024,3736855,"0369024_3736855"
365018,3732759,"0365018_3732759"
367900,3734777,"0367900_3734777"
365315,3721073,"0365315_3721073"
365294,3722737,"0365294_3722737"
359899,3744471,"0359899_3744471"
369291,3737092,"0369291_3737092"
365279,3723799,"0365279_3723799"
368048,3735215,"0368048_3735215"
377324,3688336,"0377324_3688336"
379627,3702062,"0379627_3702062"
379874,3702089,"0379874_3702089"
342692,3537121,"0342692_3537121"
397186,3715650,"0397186_3715650"
389946,3707150,"0389946_3707150"
390325,3707448,"0390325_3707448"
389071,3706584,"0389071_3706584"
389363,3706802,"0389363_3706802"
389655,3706963,"0389655_3706963"
390195,3707361,"0390195_3707361"
389791,3707081,"0389791_3707081"
390052,3707286,"0390052_3707286"
389598,3706870,"0389458_3706870"
385662,3716074,"0385662_3716074"
385976,3715566,"0385976_3715566"
401111,3624681,"0401111_3624681"
403761,3623491,"0403761_3623491"
411928,3619329,"0411928_3619329"
401482,3626605,"0401482_3626605"
415441,3615926,"0415441_3615926"
415441,3615926,"0415441_3615926"
378217,3701861,"0378217_3701861"
392103,3689220,"0392103_3689220"
392993,3721798,"0392993_3721798"
367737,3602656,"0367737_3602656"
367787,3602881,"0367787_3602881"
385308,3718042,"0385308_3718042"
385660,3716051,"0385660_3716051"
402439,3644976,"0402439_3644976"
380749,3607560,"0380749_3607560"
372179,3589572,"0372179_3589572"
381162,3599974,"0381162_3599974"
372294,3589539,"0372294_3589539"
372229,3589558,"0372229_3589558"
373781,3593775,"0373781_3593775"
379900,3610871,"0379900_3610871"
379437,3600717,"0379437_3600717"
379604,3601017,"0379604_3601017"
390793,3616400,"0390793_3616400"
381364,3727111,"0381364_3727111"
384977,3718479,"0384977_3718479"
363127,3673610,"0363127_3673610"
363202,3673402,"0363202_3673402"
363279,3673511,"0363279_3673511"
363316,3673716,"0363316_3673716"
363521,3673918,"0363521_3673918"
363706,3674127,"0363706_3674127"
363820,3674230,"0363820_3674230"
376882,3736414,"0376882_3736414"
373900,3735337,"0373900_3735337"
374694,3734303,"0374694_3734303"
375525,3734304,"0375525_3734304"
376146,3734342,"0376146_3734342"
376218,3739464,"0376218_3739464"
376730,3736910,"0376730_3736910"
378094,3734486,"0378094_3734486"
378688,3735468,"0378688_3735468"
379073,3735813,"0379073_3735813"
377036,3735561,"0377036_3735561"
377082,3735076,"0377082_3735076"
379299,3737352,"0379299_3737352"
379182,3733341,"0379182_3733341"
376538,3688075,"0376538_3688075"
376687,3688138,"0376687_3688138"
376834,3688194,"0376834_3688194"
377028,3688229,"0377028_3688229"
377187,3688279,"0377187_3688279"
380493,3727899,"0380493_3727899"
369652,3663091,"0369652_3663091"
369893,3663148,"0369893_3663148"
370133,3663205,"0370133_3663205"
333370,3550363,"0333370_3550363"
353379,3546142,"0353379_3546142"
365636,3673032,"0365636_3673032"
365854,3673212,"0365854_3673212"
340575,3676285,"0340575_3676285"
396670,3644550,"0396670_3644550"
365716,3716922,"0365716_3716922"
378874,3726857,"0378874_3726857"
375530,3730357,"0375530_3730357"
375791,3730059,"0375791_3730059"
377613,3727276,"0377613_3727276"
377170,3726711,"0377170_3726711"
377713,3726458,"0377713_3726458"
359875,3752858,"0359875_3752858"
374203,3734331,"0374203_3734331"
374228,3734352,"0374228_3734352"
374579,3734649,"0374579_3734649"
375069,3734377,"0375069_3734377"
375103,3734377,"0375103_3734377"
375151,3734360,"0375151_3734360"
375140,3734321,"0375140_3734321"
392318,3597125,"0392318_3597125"
365814,3717270,"0365814_3717270"
340585,3743834,"0340585_3743834"
340588,3743828,"0340588_3743828"
340594,3743799,"0340594_3743799"
340604,3743799,"0340604_3743799"
340614,3743769,"0340614_3743769"
340614,3743786,"0340614_3743786"
340617,3743760,"0340617_3743760"
365814,3717270,"0365814_3717270"
370119,3732413,"0370119_3732413"
370443,3732032,"0370443_3732032"
370748,3731877,"0370748_3731877"
370280,3737182,"0370280_3737182"
378468,3726492,"0378468_3726492"
380854,3597797,"0380854_3597797"
381044,3598088,"0381044_3598088"
381127,3598212,"0381127_3598212"
381257,3598382,"0381257_3598382"
381283,3598430,"0381283_3598430"
381424,3598587,"0381424_3598587"
381482,3598697,"0381482_3598697"
381563,3598804,"0381563_3598804"
393336,3612329,"0393336_3612329"
393338,3612769,"0393338_3612769"
393343,3612178,"0393343_3612178"
393344,3612627,"0393344_3612627"
393482,3612076,"0393482_3612076"
393610,3612143,"0393610_3612143"
393823,3612312,"0393823_3612312"
389238,3706702,"0389238_3706702"
375127,3734263,"0375127_3734263"
405086,3627560,"0405086_3627560"
397462,3735123,"0397462_3735123"
397674,3734883,"0397674_3734883"
374126,3734223,"0374126_3734223"
374152,3734236,"0374152_3734236"
374169,3734259,"0374169_3734259"
374186,3734284,"0374186_3734284"
374204,3734311,"0374204_3734311"
374254,3734373,"0374254_3734373"
374515,3734608,"0374515_3734608"
375206,3734386,"0375206_3734386"
375231,3734407,"0375231_3734407"
375129,3734283,"0375129_3734283"
384663,3718695,"0384663_3718695"
338723,3684066,"0338723_3684066"
338766,3684031,"0338766_3684031"
338798,3683994,"0338798_3683994"
338831,3683964,"0338831_3683964"
338915,3683880,"0338915_3683880"
338948,3683858,"0338948_3683858"
357875,3752858,"0357875_3752858"
407381,3623212,"0407381_3623212"
408105,3627801,"0408105_3627801"
406641,3626094,"0406641_3626094"
406747,3627050,"0406747_3627050"
406775,3626768,"0406775_3626768"
406786,3628512,"0406786_3628512"
402714,3626043,"0402714_3626043"
404316,3619619,"0404316_3619619"
364624,3725203,"0364624_3725203"
403178,3625672,"0403178_3625672"
411685,3620613,"0411685_3620613"
364703,3726224,"0364703_3726224"
364712,3726341,"0364712_3726341"
364712,3726290,"0364712_3726290"
364713,3726408,"0364713_3726408"
364718,3726474,"0364718_3726474"
364785,3727387,"0364785_3727387"
364786,3727429,"0364786_3727429"
364786,3727345,"0364786_3727345"
364798,3727745,"0364798_3727745"
365538,3725385,"0365538_3725385"
405567,3621431,"0405567_3621431"
407381,3623212,"0407381_3623212"
408105,3627801,"0408105_3627801"
366900,3725657,"0366900_3725657"
367383,3725680,"0367383_3725680"
380970,3741939,"0380970_3741939"
385737,3630041,"0385737_3630041"
386071,3629669,"0386071_3629669"
359231,3642378,"0359231_3642378"
369732,3637243,"0369732_3637243"
369834,3637121,"0369834_3637121"
369935,3636974,"0369935_3636974"
370059,3636715,"0370059_3636715"
370093,3636523,"0370093_3636523"
370217,3636365,"0370217_3636365"
370319,3636275,"0370319_3636275"
370319,3636275,"0370319_3636275"
370431,3636045,"0370431_3636045"
373691,3637551,"0373691_3637551"
373711,3637337,"0373711_3637337"
373745,3637252,"0373745_3637252"
373762,3636967,"0373762_3636967"
392364,3627521,"0392364_3627521"
393438,3654811,"0393438_3654811"
393464,3654804,"0393464_3654804"
393475,3654787,"0393475_3654787"
393495,3654777,"0393495_3654777"
393512,3654764,"0393512_3654764"
393531,3654814,"0393531_3654814"
393531,3654819,"0393531_3654819"
393535,3654760,"0393535_3654760"
393551,3654784,"0393551_3654784"
393559,3654802,"0393559_3654802"
376556,3618077,"0376556_3618077"
375424,3617526,"0375424_3617526"
392562,3627737,"0392562_3627737"
385075,3660401,"0385075_3660401"
375089,3663758,"0375089_3663758"
375103,3663690,"0375103_3663690"
375109,3663615,"0375109_3663615"
375117,3663543,"0375117_3663543"
375139,3663487,"0375139_3663487"
375152,3663356,"0375152_3663356"
375191,3663211,"0375191_3663211"
375204,3663054,"0375204_3663054"
387674,3640808,"0387674_3640808"
390022,3646857,"0390022_3646897"
399734,3637117,"0399734_3637117"
344078,3607890,"0344078_3607890"
344320,3607890,"0344320_3607890"
348786,3607916,"0348786_3607916"
349206,3607890,"0349206_3607890"
349435,3607852,"0349435_3607852"
349555,3607814,"0349555_3607814"
349695,3607782,"0349695_3607782"
378490,3702016,"0378490_3702016"
380171,3702109,"0380171_3702109"
391133,3686336,"0391133_3686336"
395319,3687285,"0395319_3687285"
396099,3687287,"0396099_3687287"
396464,3687306,"0396464_3687306"
396669,3687306,"0396669_3687306"
397027,3686188,"0397027_3686188"
397091,3687306,"0397091_3687306"
397259,3686505,"0397259_3686505"
397470,3687306,"0397470_3687306"
401641,3645308,"0401641_3645308"
378768,3607861,"0378768_3607861"
391156,3621836,"0391156_3621836"
396289,3687286,"0396289_3687286"
396500,3687285,"0396500_3687285"
388305,3717438,"0388305_3717438"
388511,3716778,"0388511_3716778"
388955,3714516,"0388955_3714516"
390206,3715489,"0390206_3715489"
358870,3647806,"0358870_3647806"
392906,3643399,"0392906_3643399"
375776,3625102,"375776_3625102"
401088,3644927,"0401088_3644927"
387460,3632914,"0387460_3632914"
385450,3630337,"0385450_3630337"
385550,3630235,"0385550_3630235"
385686,3630129,"0385686_3630129"
385868,3623147,"0382868_3623147"
385869,3623223,"0385869_3623223"
386113,3629482,"0386113_3629482"
387124,3631870,"0387124_3631870"
387323,3632467,"0387323_3632467"
387410,3632780,"0387410_3632780"
387442,3633031,"0387442_3633031"
389902,3638818,"0389902_3638818"
389979,3646921,"0389979_3646921"
390010,3638964,"0390010_3638964"
390064,3639122,"0390064_3639122"
390069,3647149,"0390069_3647149"
391366,3643081,"0391366_3643081"
391379,3643038,"0391379_3643038"
380490,3625376,"0380490_3625376"
382155,3632113,"0382155_3632113"
382182,3631480,"0382182_3631480"
382199,3631574,"0382199_3631574"
382202,3631389,"0382202_3631389"
382213,3632015,"0382213_3632015"
382233,3631302,"0382233_3631302"
382239,3631664,"0382239_3631664"
382242,3631915,"0382242_3631915"
382268,3631756,"0382268_3631756"
382290,3631826,"0382290_3631826"
398851,3643704,"0398851_3643704"
349060,3643829,"0349060_3643829"
396912,3639132,"0396912_3639132"
372083,3589612,"0372083_3589612"
374191,3600500,"0374191_3600500"
360936,3599979,"0360936_3599979"
360962,3559996,"0360962_3599961"
361016,3599992,"0361016_3599992"
361074,3600022,"0361074_3600022"
371133,3729499,"0371133_3729499"
408710,3743415,"0408710_3743415"
371996,3589790,"0371996_3589790"
339029,3725860,"0339029_3725860"
342110,3694502,"0342110_3694502"
342175,3694782,"0342175_3694782"
342219,3695059,"0342219_3695059"
342344,3694118,"0342344_3694118"
342525,3693714,"0342525_3693714"
349487,3709249,"0349487_3709249"
357897,3689068,"0357897_3689068"
357955,3689043,"0357955_3689043"
359071,3642289,"0359071_3642289"
363610,3639300,"0363610_3639300"
364577,3675551,"0364577_3675551"
364668,3677700,"0364668_3677700"
364879,3639087,"0364879_3639087"
365126,3677100,"0365126_3677100"
365991,3725475,"0365991_3725475"
366226,3730868,"0366226_3730868"
366359,3579452,"0366359_3579452"
366451,3725564,"0366451_3725564"
366540,3597307,"0366540_3597307"
366666,3712634,"0366666_3712634"
366813,3727712,"0366813_3727712"
367707,3602443,"0367707_3602443"
367859,3596735,"0367859_3596735"
368078,3579202,"0368078_3579202"
368149,3601300,"0368149_3601300"
368155,3601104,"0368155_3601104"
368165,3601501,"0368165_3601501"
368275,3725929,"0368275_3725929"
368693,3673561,"0368693_3673561"
369038,3673673,"0369038_3673673"
369969,3636794,"0369969_3636794"
370471,3674264,"0370471_3674264"
375192,3663299,"0375192_3663299"
376536,3698540,"0376536_3698540"
376540,3698663,"0376540_3698663"
376582,3698782,"0376582_3698782"
377397,3665772,"0377397_3665772"
377505,3688351,"0377505_3688351"
378040,3692305,"0378040_3692305"
384740,3719301,"0384740_3719301"
390480,3669835,"0390480_3669835"
390518,3670485,"0390518_3670485"
390750,3669880,"0390750_3669880"
391113,3626787,"0391113_3626787"
392807,3627542,"0392807_3627542"
395614,3687293,"0395614_3687293"
395828,3687290,"0395828_3687290"
395803,3665136,"0395803_3665136"
405620,3743991,"0405620_3743991"
371937,3589940,"0371937_3589940"
371972,3589854,"0371972_3589854"
372018,3589738,"0372018_3589738"
338206,3714939,"0338206_3714939"
364716,3726529,"0364716_3726529"
405092,3744973,"0405092_3744973"
403462,3744121,"0403462_3744121"
403870,3744334,"0403870_3744334"
404277,3744547,"0404277_3744547"
404685,3744760,"0404685_3744760"
402648,3743695,"0402648_3743695"
401426,3743055,"0401426_3743055"
401833,3743268,"0401833_3743268"
402240,3743481,"0402240_3743481"
337152,3707314,"0337152_3707314"
337272,3707644,"0337272_3707644"
402244,3744559,"0402244_3744559"
402518,3744706,"0402518_3744706"
326605,3703184,"0326605_3703184"
407577,3743501,"0407577_3743501"
336549,3705668,"0336549_3705668"
336670,3705997,"0336670_3705997"
336790,3706327,"0336790_3706327"
336429,3705339,"0336429_3705339"
313514,3707768,"0313514_3707768"
313896,3707409,"0313896_3707409"
314660,3706692,"0314660_3706692"
315043,3706333,"0315043_3706333"
315425,3705975,"0315425_3705975"
316572,3704899,"0316572_3704899"
314278,3707051,"0314278_3707051"
361415,3708082,"0361415_3708082"
378769,3607541,"0378769_3607541"
345617,3687957,"0345617_3687957"
348195,3690088,"0348195_3690088"
342069,3691874,"0342069_3691874"
353373,3692999,"0353373_3692999"
353373,3692999,"0353373_3692999"
345617,3687957,"0345617_3687957"
342219,3682941,"0342219_3682941"
382306,3741560,"0382306_3741560"
380546,3728172,"0380546_3728172"
381866,3714905,"0381866_3714905"
381345,3727265,"0381345_3727265"
368402,3711460,"0368402_3711460"
379613,3704118,"0379613_3704118"
340979,3692973,"0340979_3692973"
341122,3692815,"0341122_3692815"
341680,3693426,"0341680_3693426"
364225,3709515,"0364225_3709515"
364335,3709446,"0364335_3709446"
365039,3709235,"0365039_3709235"
382279,3716039,"0382279_3716039"
381760,3714509,"0381760_3714509"
361995,3710736,"0361995_3710736"
342012,3693489,"0342012_3693489"
342247,3693210,"0342247_3693210"
342347,3692389,"0342347_3692389"
364195,3709609,"0364195_3709609"
381983,3715580,"0381983_3715580"
357798,3689022,"0357798_3689022"
370621,3600847,"0370621_3600847"
358895,3630673,"0358895_3630673"
358895,3630674,"0358895_3630674"
358924,3630709,"0358924_3630709"
359112,3629896,"0359112_3629896"
359024,3630777,"0359024_3630777"
355716,3687342,"0355716_3687342"
355852,3687405,"0355852_3687405"
356029,3687474,"0356029_3687474"
356155,3687336,"0356155_3687336"
356176,3687452,"0356176_3687452"
392871,3587726,"0392871_3587726"
344959,3681834,"0344959_3681834"
356943,3687368,"0356943_3687368"
357046,3687340,"0357046_3687340"
344707,3681869,"0344707_3681869"
344778,3681850,"0344778_3681850"
344861,3681842,"0344861_3681842"
358468,3629728,"0358468_3629728"
358560,3629752,"0358560_3629752"
358610,3630378,"0358610_3630378"
358652,3629776,"0358652_3629776"
358725,3630494,"0358725_3630494"
358744,3629800,"0358744_3629800"
358817,3630536,"0358817_3630536"
358836,3629824,"0358836_3629824"
358928,3629848,"0358928_3629848"
358958,3630733,"0358958_3630733"
359020,3629872,"0359020_3629872"
364029,3608472,"0364029_3608472"
364079,3608458,"0364079_3608458"
365249,3598758,"0365249_3598758"
365277,3599601,"0365277_3599601"
365402,3602193,"0365402_3602193"
347692,3637691,"0347692_3637691"
347723,3687779,"0347723_3687779"
347758,3687802,"0347758_3687802"
358284,3629680,"0358284_3629680"
358376,3629704,"0358376_3629704"
358659,3630451,"0358659_3630451"
358993,3630740,"0358993_3630740"
363907,3608512,"0363907_3608512"
363944,3608508,"0363944_3638508"
363992,3608491,"0363992_3608491"
364128,3608431,"0364128_3608431"
364163,3608410,"0364163_3608410"
364201,3608390,"0364201-3608390"
364241,3608355,"0364241_3608355"
364279,3608320,"0364279_3608320"
366637,3710749,"0366637_3710749"
366666,3712725,"0366666_3712725"
366735,3710655,"0366735_3710655"
366754,3710641,"0366754_3710641"
357503,3689179,"0357503_3689179"
357516,3689124,"0357516_3689124"
357532,3689159,"0357532_3689159"
390690,3612125,"0390690_3612125"
396564,3643868,"0396564_3643868"
396617,3644368,"0396617_3644368"
396621,3642769,"0396621_3642769"
396635,3643659,"0396635_3643659"
396635,3643122,"0396635_3643122"
396658,3643261,"0396658_3643261"
396659,3644062,"0396659_3644062"
396661,3643465,"0396661_3643465"
346624,3728963,"0346624_3728963"
370301,3612324,"0370301_3612324"
370406,3612277,"0370406_3612277"
370516,3612237,"0370516_3612237"
403427,3627516,"0403427_3627516"
366703,3728004,"0366703_3728004"
366727,3727809,"0366727_3727809"
366740,3727907,"0366740_3727907"
372874,3708608,"0372874_3708608"
372926,3708270,"0372926_3708270"
352577,3691276,"0352577_3691276"
312053,3631842,"0312053_3631842"
401845,3741278,"0401845_3741278"
402453,3741141,"0402453_3741141"
404269,3740729,"0404269_3740729"
404878,3740598,"0404878_3740598"
405483,3740457,"0405483_3740457"
401236,3741413,"0401236_3741413"
364690,3726044,"0364690_3726044"
411555,3635257,"0411555_3635257"
411843,3633139,"0411843_3633139"
412105,3630580,"0412105_3630580"
412025,3631018,"0412025_3631018"
412528,3633895,"0412528_3633895"
410875,3634380,"0410875_3634380"
392902,3587974,"0392902_3587974"
366182,3730779,"0366182_3730779"
311852,3631393,"0311852_3631393"
312156,3632010,"0312156_3632010"
366042,3730514,"0366042_3730514"
362713,3616524,"0362713_3616524"
363171,3614690,"0363171_3614690"
363303,3614573,"0363303_3614573"
366065,3730556,"0366065_3730556"
366109,3730646,"0366109_3730646"
366134,3730689,"0366134_3730689"
367535,3705258,"0367535_3705258"
357740,3689001,"0357740_3689001"
357847,3689045,"0357847_3689045"
357215,3692607,"0357215_3692607"
357258,3692539,"0357258_3692539"
357364,3692373,"0357364_3692373"
357469,3692207,"0357469_3692207"
357526,3692112,"0357526_3692112"
364016,3707387,"0364016_3707387"
350188,3617042,"0350188_3617042"
343635,3682292,"0343635_3682292"
355504,3683847,"0355504_3683847"
392854,3587596,"0392854_3587596"
362607,3708287,"0362607_3708287"
366897,3727537,"0366897_3727537"
368389,3736064,"0368389_3736064"
365252,3732108,"0365252_3732108"
366037,3729540,"0366037_3729540"
364668,3725794,"0364668_3725794"
368365,3711204,"0368365_3711204"
368603,3711628,"0368603_3711628"
380328,3728314,"0380328_3728314"
336911,3706656,"0336911_3706656"
352184,3689476,"0352184_3689476"
370992,3725588,"0370992_3725588"
370996,3735284,"0370996_3735284"
369696,3727662,"0369696_3727662"
370696,3729575,"0370696_3729575"
369247,3732845,"0369247_3732845"
370049,3737348,"0370049_3737348"
370975,3736663,"0370975_3736663"
377870,3727198,"0377870_3727198"
370528,3737014,"0370528_3737014"
365110,3732519,"0365110_3732519"
368877,3734903,"0368877_3734903"
366202,3731713,"0366202_3731713"
366583,3728588,"0366583_3728588"
369579,3737655,"0369579_3737655"
367485,3733993,"0367485_3733993"
367057,3733252,"0367057_3733252"
350803,3686182,"0350803_3686182"
368724,3736173,"0368724_3736173"
369138,3736941,"0369138_3736941"
343368,3682256,"0343368_3682256"
343498,3682268,"0343498_3682268"
343799,3682239,"0343799_3682239"
343927,3626155,"0343927_3626155"
364289,3714708,"0364289_3714708"
364404,3714693,"0364404_3714693"
361369,3708095,"0361369_3708095"
382995,3741647,"0382995_3741647"
