"","pedon_id","utm_east","utm_north","topdepth_cm","botdepth_cm","gyp_FINAL","gyp_tier"
"25869",249814,-652746.57510191,1199983.08610837,173,203,0,"NASIS"
"25870",249815,-653350.017212617,1199857.72838627,0,30,0,"NASIS"
"25871",249815,-653350.017212617,1199857.72838627,30,102,0,"NASIS"
"25872",249815,-653350.017212617,1199857.72838627,102,198,0,"NASIS"
"25873",249815,-653350.017212617,1199857.72838627,198,203,0,"NASIS"
"25874",249816,-653818.302294565,1198300.18681372,0,3,0,"NASIS"
"25875",249816,-653818.302294565,1198300.18681372,3,90,0,"NASIS"
"25876",249816,-653818.302294565,1198300.18681372,90,173,0,"NASIS"
"25877",249816,-653818.302294565,1198300.18681372,173,203,0,"NASIS"
"25878",249817,-653663.118721283,1198038.16517777,0,15,0,"NASIS"
"25879",249817,-653663.118721283,1198038.16517777,15,41,0,"NASIS"
"25880",249817,-653663.118721283,1198038.16517777,41,94,0,"NASIS"
"25881",249817,-653663.118721283,1198038.16517777,94,203,0,"NASIS"
"25882",249818,-654484.291457071,1198367.18069632,0,32,0,"NASIS"
"25883",249818,-654484.291457071,1198367.18069632,32,135,0,"NASIS"
"25884",249818,-654484.291457071,1198367.18069632,135,173,0,"NASIS"
"25885",249818,-654484.291457071,1198367.18069632,173,203,0,"NASIS"
"25886",249819,-654474.894178716,1198981.38739297,0,14,0,"NASIS"
"25887",249819,-654474.894178716,1198981.38739297,14,59,0,"NASIS"
"25888",249819,-654474.894178716,1198981.38739297,59,71,0,"NASIS"
"25889",249819,-654474.894178716,1198981.38739297,71,203,0,"NASIS"
"25890",249820,-654743.317021581,1199997.59079357,0,64,0,"NASIS"
"25891",249820,-654743.317021581,1199997.59079357,64,99,0,"NASIS"
"25892",249820,-654743.317021581,1199997.59079357,99,145,0,"NASIS"
"25893",249820,-654743.317021581,1199997.59079357,145,203,0,"NASIS"
"25894",249821,-654908.345275622,1200089.8861134,0,14,0,"NASIS"
"25895",249821,-654908.345275622,1200089.8861134,14,59,0,"NASIS"
"25896",249821,-654908.345275622,1200089.8861134,59,71,0,"NASIS"
"25897",249821,-654908.345275622,1200089.8861134,71,203,0,"NASIS"
"25898",249822,-651951.172334275,1198281.91947808,0,14,0,"NASIS"
"25899",249822,-651951.172334275,1198281.91947808,14,59,0,"NASIS"
"25900",249822,-651951.172334275,1198281.91947808,59,71,0,"NASIS"
"25901",249822,-651951.172334275,1198281.91947808,71,203,0,"NASIS"
"25902",249823,-652156.389122173,1199289.88819627,0,30,0,"NASIS"
"25903",249823,-652156.389122173,1199289.88819627,30,102,0,"NASIS"
"25904",249823,-652156.389122173,1199289.88819627,102,198,0,"NASIS"
"25905",249823,-652156.389122173,1199289.88819627,198,203,0,"NASIS"
"25906",249824,-651784.106537637,1199103.54771808,0,40,0,"NASIS"
"25907",249824,-651784.106537637,1199103.54771808,40,135,0,"NASIS"
"25908",249824,-651784.106537637,1199103.54771808,135,173,0,"NASIS"
"25909",249824,-651784.106537637,1199103.54771808,173,203,0,"NASIS"
"25910",249829,-636202.17413412,1280576.97194348,0,25,0,"NASIS"
"25911",249829,-636202.17413412,1280576.97194348,25,46,0,"NASIS"
"25912",249829,-636202.17413412,1280576.97194348,46,99,0,"NASIS"
"25913",249829,-636202.17413412,1280576.97194348,99,203,0,"NASIS"
"25914",249830,-636362.859853805,1283283.26756762,0,12,0,"NASIS"
"25915",249830,-636362.859853805,1283283.26756762,12,95,0,"NASIS"
"25916",249830,-636362.859853805,1283283.26756762,95,125,0,"NASIS"
"25917",249830,-636362.859853805,1283283.26756762,125,203,0,"NASIS"
"25918",249831,-633257.665707265,1285314.61045389,0,25,0,"NASIS"
"25919",249831,-633257.665707265,1285314.61045389,25,64,0,"NASIS"
"25920",249831,-633257.665707265,1285314.61045389,64,155,0,"NASIS"
"25921",249831,-633257.665707265,1285314.61045389,155,203,0,"NASIS"
"25922",249832,-623530.506873228,1272810.07749766,0,28,0,"NASIS"
"25923",249832,-623530.506873228,1272810.07749766,28,65,0,"NASIS"
"25924",249832,-623530.506873228,1272810.07749766,93,203,0,"NASIS"
"25925",249833,-624194.131534785,1275446.33876938,0,28,0,"NASIS"
"25926",249833,-624194.131534785,1275446.33876938,28,65,0,"NASIS"
"25927",249833,-624194.131534785,1275446.33876938,93,203,0,"NASIS"
"25928",249834,-626226.364082683,1277062.89677403,0,25,0,"NASIS"
"25929",249834,-626226.364082683,1277062.89677403,25,64,0,"NASIS"
"25930",249834,-626226.364082683,1277062.89677403,64,155,0,"NASIS"
"25931",249834,-626226.364082683,1277062.89677403,155,203,0,"NASIS"
"25932",249835,-625944.067464153,1277064.5745236,0,25,0,"NASIS"
"25933",249835,-625944.067464153,1277064.5745236,25,46,0,"NASIS"
"25934",249835,-625944.067464153,1277064.5745236,46,99,0,"NASIS"
"25935",249835,-625944.067464153,1277064.5745236,99,203,0,"NASIS"
"25936",249836,-625351.062268737,1273872.40482688,0,28,0,"NASIS"
"25937",249836,-625351.062268737,1273872.40482688,28,65,0,"NASIS"
"25938",249836,-625351.062268737,1273872.40482688,93,203,0,"NASIS"
"25939",249837,-627172.035100504,1273895.18780941,0,25,0,"NASIS"
"25940",249837,-627172.035100504,1273895.18780941,25,46,0,"NASIS"
"25941",249837,-627172.035100504,1273895.18780941,46,99,0,"NASIS"
"25942",249837,-627172.035100504,1273895.18780941,99,203,0,"NASIS"
"25943",249838,-630745.744858449,1273535.54605454,0,27,0,"NASIS"
"25944",249838,-630745.744858449,1273535.54605454,27,48,0,"NASIS"
"25945",249838,-630745.744858449,1273535.54605454,48,99,0,"NASIS"
"25946",249838,-630745.744858449,1273535.54605454,99,203,0,"NASIS"
"25947",249839,-634452.818281593,1274288.52959217,0,18,0,"NASIS"
"25948",249839,-634452.818281593,1274288.52959217,18,75,0,"NASIS"
"25949",249839,-634452.818281593,1274288.52959217,75,97,0,"NASIS"
"25950",249839,-634452.818281593,1274288.52959217,97,203,0,"NASIS"
"25951",249841,-602068.378830566,1287612.74156326,0,18,0,"NASIS"
"25952",249841,-602068.378830566,1287612.74156326,18,56,0,"NASIS"
"25953",249841,-602068.378830566,1287612.74156326,56,132,0,"NASIS"
"25954",249841,-602068.378830566,1287612.74156326,132,203,0,"NASIS"
"25955",249842,-602506.295407614,1287403.82389557,0,36,0,"NASIS"
"25956",249842,-602506.295407614,1287403.82389557,36,165,0,"NASIS"
"25957",249842,-602506.295407614,1287403.82389557,165,203,0,"NASIS"
"25958",249843,-602854.067798066,1287246.73573569,0,18,0,"NASIS"
"25959",249843,-602854.067798066,1287246.73573569,18,56,0,"NASIS"
"25960",249843,-602854.067798066,1287246.73573569,56,132,0,"NASIS"
"25961",249843,-602854.067798066,1287246.73573569,132,203,0,"NASIS"
"25962",249844,-603005.984026174,1287157.5057125,0,15,0,"NASIS"
"25963",249844,-603005.984026174,1287157.5057125,15,38,0,"NASIS"
"25964",249844,-603005.984026174,1287157.5057125,38,74,0,"NASIS"
"25965",249844,-603005.984026174,1287157.5057125,74,203,0,"NASIS"
"25966",249845,-616955.786446528,1291969.61443838,0,29,0,"NASIS"
"25967",249845,-616955.786446528,1291969.61443838,29,55,0,"NASIS"
"25968",249845,-616955.786446528,1291969.61443838,55,118,0,"NASIS"
"25969",249845,-616955.786446528,1291969.61443838,118,203,0,"NASIS"
"25970",249846,-616972.284737482,1291866.53122741,0,29,0,"NASIS"
"25971",249846,-616972.284737482,1291866.53122741,29,55,0,"NASIS"
"25972",249846,-616972.284737482,1291866.53122741,55,118,0,"NASIS"
"25973",249846,-616972.284737482,1291866.53122741,118,203,0,"NASIS"
"25974",249847,-616970.845091883,1291758.80349904,0,20,0,"NASIS"
"25975",249847,-616970.845091883,1291758.80349904,20,38,0,"NASIS"
"25976",249847,-616970.845091883,1291758.80349904,38,75,0,"NASIS"
"25977",249847,-616970.845091883,1291758.80349904,75,203,0,"NASIS"
"25978",249848,-616881.711752679,1291727.77298774,0,15,0,"NASIS"
"25979",249848,-616881.711752679,1291727.77298774,15,97,0,"NASIS"
"25980",249848,-616881.711752679,1291727.77298774,97,127,0,"NASIS"
"25981",249848,-616881.711752679,1291727.77298774,127,203,0,"NASIS"
"25982",249849,-616815.45472961,1291632.23280952,0,15,0,"NASIS"
"25983",249849,-616815.45472961,1291632.23280952,15,97,0,"NASIS"
"25984",249849,-616815.45472961,1291632.23280952,97,127,0,"NASIS"
"25985",249849,-616815.45472961,1291632.23280952,127,203,0,"NASIS"
"25986",249850,-616734.532269134,1291614.12230726,0,29,0,"NASIS"
"25987",249850,-616734.532269134,1291614.12230726,29,55,0,"NASIS"
"25988",249850,-616734.532269134,1291614.12230726,55,118,0,"NASIS"
"25989",249850,-616734.532269134,1291614.12230726,118,203,0,"NASIS"
"25990",249851,-616645.555971529,1291580.86346085,0,30,0,"NASIS"
"25991",249851,-616645.555971529,1291580.86346085,30,97,0,"NASIS"
"25992",249851,-616645.555971529,1291580.86346085,97,147,0,"NASIS"
"25993",249851,-616645.555971529,1291580.86346085,147,203,0,"NASIS"
"25994",249852,-616537.764474276,1291555.23121818,0,30,0,"NASIS"
"25995",249852,-616537.764474276,1291555.23121818,30,97,0,"NASIS"
"25996",249852,-616537.764474276,1291555.23121818,97,147,0,"NASIS"
"25997",249852,-616537.764474276,1291555.23121818,147,203,0,"NASIS"
"25998",249853,-616402.387530225,1291532.11604117,0,20,0,"NASIS"
"25999",249853,-616402.387530225,1291532.11604117,20,38,0,"NASIS"
"26000",249853,-616402.387530225,1291532.11604117,38,75,0,"NASIS"
"26001",249853,-616402.387530225,1291532.11604117,75,203,0,"NASIS"
"26002",249854,-616239.345553015,1291512.63463043,0,20,0,"NASIS"
"26003",249854,-616239.345553015,1291512.63463043,20,38,0,"NASIS"
"26004",249854,-616239.345553015,1291512.63463043,38,75,0,"NASIS"
"26005",249854,-616239.345553015,1291512.63463043,75,203,0,"NASIS"
"26006",249857,-648371.855029564,1238526.19676185,0,20,0,"NASIS"
"26007",249857,-648371.855029564,1238526.19676185,20,79,0,"NASIS"
"26008",249857,-648371.855029564,1238526.19676185,89,203,0,"NASIS"
"26009",249858,-646882.825169545,1238764.88046825,0,28,0,"NASIS"
"26010",249858,-646882.825169545,1238764.88046825,28,105,0,"NASIS"
"26011",249858,-646882.825169545,1238764.88046825,105,147,0,"NASIS"
"26012",249858,-646882.825169545,1238764.88046825,147,203,0,"NASIS"
"26013",249859,-648611.043250295,1232606.879925,0,28,0,"NASIS"
"26014",249859,-648611.043250295,1232606.879925,28,65,0,"NASIS"
"26015",249859,-648611.043250295,1232606.879925,93,203,0,"NASIS"
"26016",249860,-648714.653895712,1231732.72034169,0,28,0,"NASIS"
"26017",249860,-648714.653895712,1231732.72034169,28,65,0,"NASIS"
"26018",249860,-648714.653895712,1231732.72034169,93,203,0,"NASIS"
"26019",249861,-649011.459370218,1230940.17321104,0,26,0,"NASIS"
"26020",249861,-649011.459370218,1230940.17321104,26,103,0,"NASIS"
"26021",249861,-649011.459370218,1230940.17321104,103,142,0,"NASIS"
"26022",249861,-649011.459370218,1230940.17321104,142,216,0,"NASIS"
"26023",249862,-649353.511147983,1232398.94547932,0,23,0,"NASIS"
"26024",249862,-649353.511147983,1232398.94547932,23,38,0,"NASIS"
"26025",249862,-649353.511147983,1232398.94547932,38,75,0,"NASIS"
"26026",249862,-649353.511147983,1232398.94547932,75,203,0,"NASIS"
"26027",249863,-647783.427406387,1237044.50215065,0,35,0,"NASIS"
"26028",249863,-647783.427406387,1237044.50215065,35,89,0,"NASIS"
"26029",249863,-647783.427406387,1237044.50215065,89,109,0,"NASIS"
"26030",249863,-647783.427406387,1237044.50215065,109,203,0,"NASIS"
"26031",249864,-647964.031267338,1237212.61479877,0,13,0,"NASIS"
"26032",249864,-647964.031267338,1237212.61479877,13,36,0,"NASIS"
"26033",249864,-647964.031267338,1237212.61479877,36,89,0,"NASIS"
"26034",249864,-647964.031267338,1237212.61479877,89,203,0,"NASIS"
"26035",249865,-648010.770189556,1237449.19684471,0,13,0,"NASIS"
"26036",249865,-648010.770189556,1237449.19684471,13,28,0,"NASIS"
"26037",249866,-647208.246220601,1233033.52782166,0,38,0,"NASIS"
"26038",249866,-647208.246220601,1233033.52782166,38,89,0,"NASIS"
"26039",249866,-647208.246220601,1233033.52782166,89,109,0,"NASIS"
"26040",249866,-647208.246220601,1233033.52782166,109,203,0,"NASIS"
"26041",249867,-647173.303538202,1232637.59894354,0,17,0,"NASIS"
"26042",249867,-647173.303538202,1232637.59894354,17,41,0,"NASIS"
"26043",249867,-647173.303538202,1232637.59894354,41,97,0,"NASIS"
"26044",249867,-647173.303538202,1232637.59894354,97,203,0,"NASIS"
"26045",249868,-648300.28265643,1232949.02389643,0,18,0,"NASIS"
"26046",249868,-648300.28265643,1232949.02389643,18,79,0,"NASIS"
"26047",249868,-648300.28265643,1232949.02389643,89,203,0,"NASIS"
"26048",249869,-649077.063621302,1234253.09911067,0,28,0,"NASIS"
"26049",249869,-649077.063621302,1234253.09911067,28,105,0,"NASIS"
"26050",249869,-649077.063621302,1234253.09911067,105,147,0,"NASIS"
"26051",249869,-649077.063621302,1234253.09911067,147,203,0,"NASIS"
"26052",249870,-647525.646362416,1226046.98498031,0,15,0,"NASIS"
"26053",249870,-647525.646362416,1226046.98498031,15,41,0,"NASIS"
"26054",249870,-647525.646362416,1226046.98498031,41,97,0,"NASIS"
"26055",249870,-647525.646362416,1226046.98498031,97,203,0,"NASIS"
"26056",249871,-646833.690214796,1226312.63000797,0,25,0,"NASIS"
"26057",249871,-646833.690214796,1226312.63000797,25,76,0,"NASIS"
"26058",249871,-646833.690214796,1226312.63000797,76,152,0,"NASIS"
"26059",249871,-646833.690214796,1226312.63000797,152,203,0,"NASIS"
"26060",249872,-651735.887980153,1246021.31516995,0,20,0,"NASIS"
"26061",249872,-651735.887980153,1246021.31516995,20,56,0,"NASIS"
"26062",249872,-651735.887980153,1246021.31516995,56,119,0,"NASIS"
"26063",249872,-651735.887980153,1246021.31516995,119,165,0,"NASIS"
"26064",249872,-651735.887980153,1246021.31516995,165,203,0,"NASIS"
"26065",249873,-651848.453456572,1246602.50124114,0,15,0,"NASIS"
"26066",249873,-651848.453456572,1246602.50124114,15,41,0,"NASIS"
"26067",249873,-651848.453456572,1246602.50124114,41,94,0,"NASIS"
"26068",249873,-651848.453456572,1246602.50124114,94,203,0,"NASIS"
"26069",249874,-650397.00299161,1245741.59557209,0,20,0,"NASIS"
"26070",249874,-650397.00299161,1245741.59557209,20,56,0,"NASIS"
"26071",249874,-650397.00299161,1245741.59557209,56,119,0,"NASIS"
"26072",249874,-650397.00299161,1245741.59557209,119,165,0,"NASIS"
"26073",249874,-650397.00299161,1245741.59557209,165,203,0,"NASIS"
"26074",249875,-646107.900960221,1246706.90778828,0,20,0,"NASIS"
"26075",249875,-646107.900960221,1246706.90778828,20,76,0,"NASIS"
"26076",249875,-646107.900960221,1246706.90778828,76,94,0,"NASIS"
"26077",249875,-646107.900960221,1246706.90778828,94,203,0,"NASIS"
"26078",249876,-646055.283073284,1248031.1145169,0,35,0,"NASIS"
"26079",249876,-646055.283073284,1248031.1145169,35,71,0,"NASIS"
"26080",249876,-646055.283073284,1248031.1145169,71,175,0,"NASIS"
"26081",249876,-646055.283073284,1248031.1145169,175,203,0,"NASIS"
"26082",249878,-646134.308407146,1251287.34286218,0,12,0,"NASIS"
"26083",249878,-646134.308407146,1251287.34286218,12,40,0,"NASIS"
"26084",249878,-646134.308407146,1251287.34286218,40,94,0,"NASIS"
"26085",249878,-646134.308407146,1251287.34286218,94,203,0,"NASIS"
"26086",249879,-650114.528489411,1253189.72582161,0,22,0,"NASIS"
"26087",249879,-650114.528489411,1253189.72582161,22,76,0,"NASIS"
"26088",249879,-650114.528489411,1253189.72582161,76,152,0,"NASIS"
"26089",249879,-650114.528489411,1253189.72582161,152,203,0,"NASIS"
"26090",249880,-646183.448156191,1252353.55637657,0,38,0,"NASIS"
"26091",249880,-646183.448156191,1252353.55637657,38,84,0,"NASIS"
"26092",249880,-646183.448156191,1252353.55637657,84,127,0,"NASIS"
"26093",249880,-646183.448156191,1252353.55637657,127,203,0,"NASIS"
"26094",249881,-646945.257781015,1243851.92728322,0,28,0,"NASIS"
"26095",249881,-646945.257781015,1243851.92728322,28,105,0,"NASIS"
"26096",249881,-646945.257781015,1243851.92728322,105,147,0,"NASIS"
"26097",249881,-646945.257781015,1243851.92728322,147,203,0,"NASIS"
"26098",249882,-646919.959122934,1241229.79562642,0,15,0,"NASIS"
"26099",249882,-646919.959122934,1241229.79562642,15,97,0,"NASIS"
"26100",249882,-646919.959122934,1241229.79562642,97,127,0,"NASIS"
"26101",249882,-646919.959122934,1241229.79562642,127,203,0,"NASIS"
"26102",249883,-648639.141309093,1240858.1436186,0,18,0,"NASIS"
"26103",249883,-648639.141309093,1240858.1436186,18,56,0,"NASIS"
"26104",249883,-648639.141309093,1240858.1436186,56,132,0,"NASIS"
"26105",249883,-648639.141309093,1240858.1436186,132,203,0,"NASIS"
"26106",249884,-651041.467783881,1240451.68824892,0,15,0,"NASIS"
"26107",249884,-651041.467783881,1240451.68824892,15,38,0,"NASIS"
"26108",249884,-651041.467783881,1240451.68824892,38,74,0,"NASIS"
"26109",249884,-651041.467783881,1240451.68824892,74,203,0,"NASIS"
"26110",249885,-652033.171875863,1241080.82268552,0,14,0,"NASIS"
"26111",249885,-652033.171875863,1241080.82268552,14,41,0,"NASIS"
"26112",249885,-652033.171875863,1241080.82268552,41,97,0,"NASIS"
"26113",249885,-652033.171875863,1241080.82268552,97,203,0,"NASIS"
"26114",249886,-652190.451736771,1241679.90210393,0,26,0,"NASIS"
"26115",249886,-652190.451736771,1241679.90210393,26,103,0,"NASIS"
"26116",249886,-652190.451736771,1241679.90210393,103,145,0,"NASIS"
"26117",249886,-652190.451736771,1241679.90210393,145,203,0,"NASIS"
"26118",249887,-650459.463981297,1239015.04941624,0,20,0,"NASIS"
"26119",249887,-650459.463981297,1239015.04941624,20,79,0,"NASIS"
"26120",249887,-650459.463981297,1239015.04941624,89,203,0,"NASIS"
"26121",249933,-789988.280992267,1000286.79819479,0,8,0,"NASIS"
"26122",249933,-789988.280992267,1000286.79819479,8,21,0,"NASIS"
"26123",249933,-789988.280992267,1000286.79819479,21,30,1,"NASIS"
"26124",249933,-789988.280992267,1000286.79819479,30,203,54,"NASIS"
"26125",249935,-789830.5699103,1000464.03362638,0,2,1,"NASIS"
"26126",249935,-789830.5699103,1000464.03362638,2,10,92,"NASIS"
"26127",249937,-789892.42596638,1000835.11280291,0,2,1,"NASIS"
"26128",249937,-789892.42596638,1000835.11280291,2,10,92,"NASIS"
"26129",249943,-789593.941407568,1002068.7825714,0,2,1,"NASIS"
"26130",249943,-789593.941407568,1002068.7825714,2,10,92,"NASIS"
"26131",249944,-789275.629106898,1000636.33495286,0,8,0,"NASIS"
"26132",249944,-789275.629106898,1000636.33495286,8,21,0,"NASIS"
"26133",249944,-789275.629106898,1000636.33495286,21,30,1,"NASIS"
"26134",249944,-789275.629106898,1000636.33495286,30,203,54,"NASIS"
"26135",249945,-789455.219817299,1002352.80742355,0,2,1,"NASIS"
"26136",249945,-789455.219817299,1002352.80742355,2,10,92,"NASIS"
"26137",249947,-789326.534368016,1002844.57096008,0,9,0,"NASIS"
"26138",249947,-789326.534368016,1002844.57096008,9,43,0,"NASIS"
"26139",249947,-789326.534368016,1002844.57096008,43,203,5,"NASIS"
"26140",249953,-797295.270245482,990983.497396159,0,2,1,"NASIS"
"26141",249953,-797295.270245482,990983.497396159,2,10,92,"NASIS"
"26142",249961,-797632.173606306,991244.972908527,0,2,1,"NASIS"
"26143",249961,-797632.173606306,991244.972908527,2,10,92,"NASIS"
"26144",249962,-797634.941515468,991001.506258385,0,2,1,"NASIS"
"26145",249962,-797634.941515468,991001.506258385,2,10,92,"NASIS"
"26146",249968,-793868.441334965,983987.065502511,0,8,0,"NASIS"
"26147",249968,-793868.441334965,983987.065502511,8,21,0,"NASIS"
"26148",249968,-793868.441334965,983987.065502511,21,30,1,"NASIS"
"26149",249968,-793868.441334965,983987.065502511,30,203,54,"NASIS"
"26150",249970,-793774.612066402,983975.385277578,0,8,0,"NASIS"
"26151",249970,-793774.612066402,983975.385277578,8,21,0,"NASIS"
"26152",249970,-793774.612066402,983975.385277578,21,30,1,"NASIS"
"26153",249970,-793774.612066402,983975.385277578,30,203,54,"NASIS"
"26154",249972,-1303668.79011284,1610916.76301074,0,3,0,"NASIS"
"26155",249972,-1303668.79011284,1610916.76301074,3,25,0,"NASIS"
"26156",249972,-1303668.79011284,1610916.76301074,25,41,0,"NASIS"
"26157",249972,-1303668.79011284,1610916.76301074,41,71,0,"NASIS"
"26158",249972,-1303668.79011284,1610916.76301074,71,104,0,"NASIS"
"26159",249972,-1303668.79011284,1610916.76301074,104,152,0,"NASIS"
"26160",249974,-793699.063724746,1001045.2494325,0,8,0,"NASIS"
"26161",249974,-793699.063724746,1001045.2494325,8,21,0,"NASIS"
"26162",249974,-793699.063724746,1001045.2494325,21,30,1,"NASIS"
"26163",249974,-793699.063724746,1001045.2494325,30,203,54,"NASIS"
"26164",249977,-793794.929470705,1000392.97398747,0,8,0,"NASIS"
"26165",249977,-793794.929470705,1000392.97398747,8,21,0,"NASIS"
"26166",249977,-793794.929470705,1000392.97398747,21,30,1,"NASIS"
"26167",249977,-793794.929470705,1000392.97398747,30,203,54,"NASIS"
"26168",249983,-1304703.86158505,1611064.31218764,0,5,0,"NASIS"
"26169",249983,-1304703.86158505,1611064.31218764,5,38,0,"NASIS"
"26170",249983,-1304703.86158505,1611064.31218764,38,56,0,"NASIS"
"26171",249983,-1304703.86158505,1611064.31218764,56,132,0,"NASIS"
"26172",249983,-1304703.86158505,1611064.31218764,132,160,0,"NASIS"
"26173",249984,-1303325.87093684,1610873.23069323,0,3,0,"NASIS"
"26174",249984,-1303325.87093684,1610873.23069323,3,15,0,"NASIS"
"26175",249984,-1303325.87093684,1610873.23069323,15,46,0,"NASIS"
"26176",249984,-1303325.87093684,1610873.23069323,46,71,0,"NASIS"
"26177",251316,-554108.391234909,1250733.98982394,0,20,0,"NASIS"
"26178",251316,-554108.391234909,1250733.98982394,20,79,0,"NASIS"
"26179",251316,-554108.391234909,1250733.98982394,79,122,0,"NASIS"
"26180",251316,-554108.391234909,1250733.98982394,122,203,0,"NASIS"
"26181",251317,-554142.154013229,1250923.19997357,0,20,0,"NASIS"
"26182",251317,-554142.154013229,1250923.19997357,20,79,0,"NASIS"
"26183",251317,-554142.154013229,1250923.19997357,79,122,0,"NASIS"
"26184",251317,-554142.154013229,1250923.19997357,122,203,0,"NASIS"
"26185",251491,-663053.702628487,1223551.05011248,0,28,0,"NASIS"
"26186",251491,-663053.702628487,1223551.05011248,28,65,0,"NASIS"
"26187",251491,-663053.702628487,1223551.05011248,93,203,0,"NASIS"
"26188",251493,-661285.635903786,1223487.9120568,0,28,0,"NASIS"
"26189",251493,-661285.635903786,1223487.9120568,28,65,0,"NASIS"
"26190",251493,-661285.635903786,1223487.9120568,93,203,0,"NASIS"
"26191",251494,-661955.700803099,1223520.90813677,0,28,0,"NASIS"
"26192",251494,-661955.700803099,1223520.90813677,28,65,0,"NASIS"
"26193",251494,-661955.700803099,1223520.90813677,93,203,0,"NASIS"
"26194",251495,-660226.182452568,1224094.41517418,0,26,0,"NASIS"
"26195",251495,-660226.182452568,1224094.41517418,26,103,0,"NASIS"
"26196",251495,-660226.182452568,1224094.41517418,103,142,0,"NASIS"
"26197",251495,-660226.182452568,1224094.41517418,142,216,0,"NASIS"
"26198",251496,-659063.508457948,1223876.32262831,0,26,0,"NASIS"
"26199",251496,-659063.508457948,1223876.32262831,26,103,0,"NASIS"
"26200",251496,-659063.508457948,1223876.32262831,103,142,0,"NASIS"
"26201",251496,-659063.508457948,1223876.32262831,142,203,0,"NASIS"
"26202",251498,-663591.128310131,1223943.50256674,0,40,0,"NASIS"
"26203",251498,-663591.128310131,1223943.50256674,40,135,0,"NASIS"
"26204",251498,-663591.128310131,1223943.50256674,135,173,0,"NASIS"
"26205",251498,-663591.128310131,1223943.50256674,173,203,0,"NASIS"
"26206",251499,-654938.331982802,1224585.79936725,0,20,0,"NASIS"
"26207",251499,-654938.331982802,1224585.79936725,20,79,0,"NASIS"
"26208",251499,-654938.331982802,1224585.79936725,89,203,0,"NASIS"
"26209",251500,-655239.077844178,1224628.60341537,0,16,0,"NASIS"
"26210",251500,-655239.077844178,1224628.60341537,16,41,0,"NASIS"
"26211",251500,-655239.077844178,1224628.60341537,41,92,0,"NASIS"
"26212",251500,-655239.077844178,1224628.60341537,92,203,0,"NASIS"
"26213",251501,-655260.047064896,1224350.04468737,0,16,0,"NASIS"
"26214",251501,-655260.047064896,1224350.04468737,16,41,0,"NASIS"
"26215",251501,-655260.047064896,1224350.04468737,41,92,0,"NASIS"
"26216",251501,-655260.047064896,1224350.04468737,92,203,0,"NASIS"
"26217",251502,-655223.10374158,1223984.20741912,0,28,0,"NASIS"
"26218",251502,-655223.10374158,1223984.20741912,28,65,0,"NASIS"
"26219",251502,-655223.10374158,1223984.20741912,93,203,0,"NASIS"
"26220",251503,-655298.881880936,1223834.15632398,0,26,0,"NASIS"
"26221",251503,-655298.881880936,1223834.15632398,26,103,0,"NASIS"
"26222",251503,-655298.881880936,1223834.15632398,103,142,0,"NASIS"
"26223",251503,-655298.881880936,1223834.15632398,142,203,0,"NASIS"
"26224",251504,-654939.168399111,1224084.97906497,0,28,0,"NASIS"
"26225",251504,-654939.168399111,1224084.97906497,28,65,0,"NASIS"
"26226",251504,-654939.168399111,1224084.97906497,93,203,0,"NASIS"
"26227",251505,-654297.813050196,1224038.98934199,0,22,0,"NASIS"
"26228",251505,-654297.813050196,1224038.98934199,22,76,0,"NASIS"
"26229",251505,-654297.813050196,1224038.98934199,76,152,0,"NASIS"
"26230",251505,-654297.813050196,1224038.98934199,152,203,0,"NASIS"
"26231",251507,-656558.671346404,1223009.11342011,0,28,0,"NASIS"
"26232",251507,-656558.671346404,1223009.11342011,28,65,0,"NASIS"
"26233",251507,-656558.671346404,1223009.11342011,93,203,0,"NASIS"
"26234",251508,-538198.789944865,1227617.25910241,0,18,0,"NASIS"
"26235",251508,-538198.789944865,1227617.25910241,18,76,0,"NASIS"
"26236",251508,-538198.789944865,1227617.25910241,76,119,0,"NASIS"
"26237",251508,-538198.789944865,1227617.25910241,119,203,0,"NASIS"
"26238",251509,-542685.32466805,1231842.34121913,0,30,0,"NASIS"
"26239",251509,-542685.32466805,1231842.34121913,30,97,0,"NASIS"
"26240",251509,-542685.32466805,1231842.34121913,97,147,0,"NASIS"
"26241",251509,-542685.32466805,1231842.34121913,147,203,0,"NASIS"
"26242",251512,-654726.713470739,1221765.20212969,0,28,0,"NASIS"
"26243",251512,-654726.713470739,1221765.20212969,28,65,0,"NASIS"
"26244",251512,-654726.713470739,1221765.20212969,93,203,0,"NASIS"
"26245",251514,-654576.494114325,1221995.65724137,0,15,0,"NASIS"
"26246",251514,-654576.494114325,1221995.65724137,15,41,0,"NASIS"
"26247",251514,-654576.494114325,1221995.65724137,41,97,0,"NASIS"
"26248",251514,-654576.494114325,1221995.65724137,97,203,0,"NASIS"
"26249",251515,-654975.632689707,1221044.2669517,0,25,0,"NASIS"
"26250",251515,-654975.632689707,1221044.2669517,25,76,0,"NASIS"
"26251",251515,-654975.632689707,1221044.2669517,76,152,0,"NASIS"
"26252",251515,-654975.632689707,1221044.2669517,152,203,0,"NASIS"
"26253",251517,-663943.162926196,1225805.43366092,0,28,0,"NASIS"
"26254",251517,-663943.162926196,1225805.43366092,28,65,0,"NASIS"
"26255",251517,-663943.162926196,1225805.43366092,93,203,0,"NASIS"
