"","pedon_id","utm_east","utm_north","topdepth_cm","botdepth_cm","gyp_FINAL","gyp_tier"
"1",NA,-942816.512555251,1140732.83371304,0,3,21,"estimated"
"2",NA,-942816.512555251,1140732.83371304,3,25,21,"estimated"
"3",NA,-942796.090834643,1140675.26576515,0,3,21,"estimated"
"4",NA,-942796.090834643,1140675.26576515,3,30,21,"estimated"
"5",NA,-942780.375096083,1140599.95166469,0,8,21,"estimated"
"6",NA,-942780.375096083,1140599.95166469,8,20,21,"estimated"
"7",NA,-942780.375096083,1140599.95166469,20,41,0,"estimated"
"8",NA,-942780.375096083,1140599.95166469,41,76,21,"estimated"
"9",NA,-942780.375096083,1140599.95166469,76,102,21,"estimated"
"10",NA,-942752.083913222,1140520.39642992,0,8,21,"estimated"
"11",NA,-942752.083913222,1140520.39642992,8,51,21,"estimated"
"12",NA,-942752.083913222,1140520.39642992,51,76,21,"estimated"
"13",NA,-942752.083913222,1140520.39642992,91,127,21,"estimated"
"14",NA,-942686.332966468,1140456.45172879,0,8,21,"estimated"
"15",NA,-942686.332966468,1140456.45172879,8,46,21,"estimated"
"16",NA,-942686.332966468,1140456.45172879,46,46,21,"estimated"
"17",NA,-942632.72225448,1140380.5302318,0,8,21,"estimated"
"18",NA,-942632.72225448,1140380.5302318,8,46,21,"estimated"
"19",NA,-942632.72225448,1140380.5302318,46,102,21,"estimated"
"20",NA,-942555.673119182,1140267.98260305,0,8,21,"estimated"
"21",NA,-942555.673119182,1140267.98260305,8,46,21,"estimated"
"22",NA,-942434.382262894,1140189.60332535,0,8,21,"estimated"
"23",NA,-942434.382262894,1140189.60332535,8,46,21,"estimated"
"24",NA,-945113.287835123,1123315.22912051,0,25,0,"estimated"
"25",NA,-945113.287835123,1123315.22912051,25,56,0,"estimated"
"26",NA,-945113.287835123,1123315.22912051,56,97,10,"estimated"
"27",NA,-945113.287835123,1123315.22912051,97,152,12,"estimated"
"28",NA,-960571.64288248,1217036.6444503,0,10,0,"estimated"
"29",NA,-960571.64288248,1217036.6444503,10,21,0,"estimated"
"30",NA,-960567.463245141,1217069.63293193,0,5,0,"estimated"
"31",NA,-960581.730789707,1216901.01824581,0,12,0,"estimated"
"32",NA,-960581.730789707,1216901.01824581,12,20,0,"estimated"
"33",NA,-960555.31113063,1217164.58833169,0,6,0,"estimated"
"34",NA,-960555.31113063,1217164.58833169,6,18,0,"estimated"
"35",NA,-937497.734134071,1222852.8684725,0,10,0,"estimated"
"36",NA,-937497.734134071,1222852.8684725,10,30,0,"estimated"
"37",NA,-974568.514666024,1152662.96526297,30,102,28,"estimated"
"38",NA,-974568.514666024,1152662.96526297,102,152,35,"estimated"
"39",NA,-975886.42565752,1153315.72614404,0,3,0,"estimated"
"40",NA,-975886.42565752,1153315.72614404,3,152,0,"estimated"
"41",NA,-961002.266727074,1104606.97236841,0,66,0,"estimated"
"42",NA,-961002.266727074,1104606.97236841,66,102,10,"estimated"
"43",NA,-961002.266727074,1104606.97236841,102,137,15,"estimated"
"44",NA,-961198.560431397,1104922.97422651,0,10,0,"estimated"
"45",NA,-961198.560431397,1104922.97422651,10,76,2,"estimated"
"46",NA,-961198.560431397,1104922.97422651,76,112,8,"estimated"
"47",NA,-961198.560431397,1104922.97422651,112,132,15,"estimated"
"48",NA,-959942.534673476,1102088.78524271,0,15,0,"field_lab"
"49",NA,-959942.534673476,1102088.78524271,15,46,8,"field_lab"
"50",NA,-957342.71983576,1103348.04533422,0,6,5,"estimated"
"51",NA,-957342.71983576,1103348.04533422,6,30,10,"estimated"
"52",NA,-957342.71983576,1103348.04533422,30,45,12,"estimated"
"53",NA,-965391.055047641,1257865.66712867,0,10,0.5,"field_lab"
"54",NA,-963019.500083704,1233801.13219402,0,10,0,"estimated"
"55",NA,-963019.500083704,1233801.13219402,10,76,0,"estimated"
"56",NA,-963019.500083704,1233801.13219402,76,160,0,"estimated"
"57",NA,-961251.342029392,1233938.98397993,0,10,0,"estimated"
"58",NA,-961251.342029392,1233938.98397993,10,71,0,"estimated"
"59",NA,-961251.342029392,1233938.98397993,71,160,0,"estimated"
"60",NA,-960662.220881141,1233985.64092994,0,10,0,"estimated"
"61",NA,-960662.220881141,1233985.64092994,10,73,0,"estimated"
"62",NA,-960662.220881141,1233985.64092994,73,160,0,"estimated"
"63",NA,-932901.806517914,1125949.97959498,45,95,15,"estimated"
"64",NA,-970305.571063263,1152073.27771786,3,8,28,"estimated"
"65",NA,-970251.654366413,1152166.15678563,3,8,28,"estimated"
"66",NA,-933872.675531375,1229890.03310938,1.5,25,28,"estimated"
"67",NA,-933872.675531375,1229890.03310938,25,35,28,"estimated"
"68",NA,-960928.389028028,1229787.23934348,0,30,0,"estimated"
"69",NA,-960928.389028028,1229787.23934348,30,110,0,"estimated"
"70",NA,-960928.389028028,1229787.23934348,110,150,0,"estimated"
"71",NA,-960073.099662881,1234032.30100079,0,12,0,"estimated"
"72",NA,-960073.099662881,1234032.30100079,12,63,0,"estimated"
"73",NA,-960073.099662881,1234032.30100079,63,160,0,"estimated"
"74",NA,-959483.086551231,1234077.86657326,0,10,0,"estimated"
"75",NA,-959483.086551231,1234077.86657326,10,71,0,"estimated"
"76",NA,-959483.086551231,1234077.86657326,71,160,0,"estimated"
"77",NA,-959003.05111143,1232144.42338137,0,150,0,"estimated"
"78",NA,-973371.442235614,1151710.46321369,3,5,28,"estimated"
"79",NA,-935348.376536602,1117770.89049605,5.08,60.96,70,"estimated"
"80",NA,-935275.598144383,1117717.40659498,2.54,91.44,28,"estimated"
"81",NA,-935120.090195137,1117589.2682929,2.54,50.8,28,"estimated"
"82",NA,-935087.171485858,1117526.47256761,2.54,40.6,28,"estimated"
"83",NA,-935087.171485858,1117526.47256761,40.6,60.96,28,"estimated"
"84",NA,-935087.171485858,1117526.47256761,60.96,111.76,28,"estimated"
"85",NA,-935040.445577303,1117482.56605289,2.54,50.8,28,"estimated"
"86",NA,-935040.445577303,1117482.56605289,50.8,121.92,28,"estimated"
"87",NA,-935040.445577303,1117482.56605289,121.92,152.4,28,"estimated"
"88",NA,-934994.735389442,1117448.86464807,2.54,60.96,28,"estimated"
"89",NA,-934994.735389442,1117448.86464807,60.96,152.4,28,"estimated"
"90",NA,-934939.248247042,1117423.32117633,22.86,71.12,28,"estimated"
"91",NA,-934939.248247042,1117423.32117633,71.12,152.4,28,"estimated"
"92",NA,-931271.036645265,1146388.43100978,5,12,70,"estimated"
"93",NA,-931271.036645265,1146388.43100978,12,80,70,"estimated"
"94",NA,-931895.397702678,1146272.40231278,5,67,28,"estimated"
"95",NA,-953669.750538569,1191172.33817683,0,20,0,"estimated"
"96",NA,-953669.750538569,1191172.33817683,20,76,10,"estimated"
"97",NA,-953669.750538569,1191172.33817683,76,152,70,"estimated"
"98",NA,-953525.028439845,1191275.77676862,0,15,0,"estimated"
"99",NA,-953525.028439845,1191275.77676862,15,30,3,"estimated"
"100",NA,-953525.028439845,1191275.77676862,30,61,12,"estimated"
"101",NA,-953525.028439845,1191275.77676862,61,152,70,"estimated"
"102",NA,-953358.287730081,1191348.77663712,0,15,0,"estimated"
"103",NA,-953358.287730081,1191348.77663712,15,36,3,"estimated"
"104",NA,-953358.287730081,1191348.77663712,36,81,15,"estimated"
"105",NA,-953358.287730081,1191348.77663712,81,152,80,"estimated"
"106",NA,-1001184.7683964,1043540.90518848,0,4,0,"field_lab"
"107",NA,-1001184.7683964,1043540.90518848,4,8,0,"field_lab"
"108",NA,-1001184.7683964,1043540.90518848,8,46,0,"field_lab"
"109",NA,-1001184.7683964,1043540.90518848,46,100,0,"field_lab"
"110",NA,-1001184.7683964,1043540.90518848,100,150,0,"field_lab"
"111",NA,-1001261.47095267,1043502.91574782,0,4,0,"field_lab"
"112",NA,-1001261.47095267,1043502.91574782,4,8,0,"field_lab"
"113",NA,-1001261.47095267,1043502.91574782,8,76,0,"field_lab"
"114",NA,-1001261.47095267,1043502.91574782,76,152,0,"field_lab"
"115",NA,-1025001.40270774,1112381.94672061,0,10,0,"field_lab"
"116",NA,-1025001.40270774,1112381.94672061,10,36,0,"field_lab"
"117",NA,-1025001.40270774,1112381.94672061,36,53,0,"field_lab"
"118",NA,-1025001.40270774,1112381.94672061,53,97,0,"field_lab"
"119",NA,-1025001.40270774,1112381.94672061,97,152,0,"field_lab"
"120",NA,-966357.351848293,1117161.00541421,0,5,0,"estimated"
"121",NA,-966357.351848293,1117161.00541421,5,25,0,"estimated"
"122",NA,-966426.105566618,1116046.82989224,0,8,0,"estimated"
"123",NA,-966426.105566618,1116046.82989224,8,25,51,"estimated"
"124",NA,-966426.105566618,1116046.82989224,25,91,51,"estimated"
"125",NA,-966315.613566784,1117034.69446837,0,5,0,"estimated"
"126",NA,-966315.613566784,1117034.69446837,5,25,0,"estimated"
"127",NA,-966315.613566784,1117034.69446837,25,76,50,"estimated"
"128",NA,-966304.077237559,1116182.62194685,0,5,0,"estimated"
"129",NA,-966304.077237559,1116182.62194685,5,41,51,"estimated"
"130",NA,-966304.077237559,1116182.62194685,41,91,51,"estimated"
"131",NA,-966321.218658222,1115870.97718065,0,8,0,"estimated"
"132",NA,-966321.218658222,1115870.97718065,8,25,50,"estimated"
"133",NA,-966321.218658222,1115870.97718065,25,114,50,"estimated"
"134",NA,-959982.471415567,1119558.68242149,0,3,80,"estimated"
"135",NA,-959982.471415567,1119558.68242149,3,41,90,"estimated"
"136",NA,-959982.471415567,1119558.68242149,41,51,90,"estimated"
"137",NA,-959982.471415567,1119558.68242149,51,51,0,"estimated"
"138",NA,-959901.32143377,1119602.41360259,0,3,70,"estimated"
"139",NA,-959901.32143377,1119602.41360259,3,10,80,"estimated"
"140",NA,-959901.32143377,1119602.41360259,10,25,90,"estimated"
"141",NA,-959901.32143377,1119602.41360259,25,25,0,"estimated"
"142",NA,-959862.376304295,1119622.92013645,0,3,70,"estimated"
"143",NA,-959862.376304295,1119622.92013645,3,41,80,"estimated"
"144",NA,-959862.376304295,1119622.92013645,41,41,0,"estimated"
"145",NA,-959822.15119475,1119646.33554936,0,3,60,"estimated"
"146",NA,-959822.15119475,1119646.33554936,3,13,80,"estimated"
"147",NA,-959822.15119475,1119646.33554936,13,61,90,"estimated"
"148",NA,-959713.298533633,1119604.52162859,0,3,60,"estimated"
"149",NA,-959713.298533633,1119604.52162859,3,10,70,"estimated"
"150",NA,-959713.298533633,1119604.52162859,10,30,90,"estimated"
"151",NA,-959713.298533633,1119604.52162859,30,56,0,"estimated"
"152",NA,-959673.756689699,1119579.48915688,0,3,60,"estimated"
"153",NA,-959673.756689699,1119579.48915688,3,51,90,"estimated"
"154",NA,-959673.756689699,1119579.48915688,51,51,0,"estimated"
"155",NA,-959738.305652963,1119635.22940328,0,3,80,"estimated"
"156",NA,-959738.305652963,1119635.22940328,3,15,90,"estimated"
"157",NA,-959738.305652963,1119635.22940328,15,15,0,"estimated"
"158",NA,-959643.897075621,1119547.30343511,0,3,60,"estimated"
"159",NA,-959643.897075621,1119547.30343511,3,10,80,"estimated"
"160",NA,-959643.897075621,1119547.30343511,10,10,0,"estimated"
"161",NA,-959622.82658115,1119506.86775873,0,3,60,"estimated"
"162",NA,-959622.82658115,1119506.86775873,3,10,80,"estimated"
"163",NA,-959622.82658115,1119506.86775873,10,10,0,"estimated"
"164",NA,-942874.20218027,1136370.89226434,3,8,28,"estimated"
"165",NA,-942874.20218027,1136370.89226434,8,36,28,"estimated"
"166",NA,-942874.20218027,1136370.89226434,36,71,28,"estimated"
"167",NA,-942874.20218027,1136370.89226434,71,122,28,"estimated"
"168",NA,-942858.751921288,1136323.91436985,10,41,28,"estimated"
"169",NA,-942858.751921288,1136323.91436985,41,122,28,"estimated"
"170",NA,-942799.803844061,1136251.52695098,10,41,28,"estimated"
"171",NA,-942799.803844061,1136251.52695098,41,91,28,"estimated"
"172",NA,-942799.803844061,1136251.52695098,91,112,28,"estimated"
"173",NA,-942804.339810804,1136204.44748364,3,41,28,"estimated"
"174",NA,-942804.339810804,1136204.44748364,41,107,28,"estimated"
"175",NA,-942804.339810804,1136204.44748364,107,122,28,"estimated"
"176",NA,-942914.758798987,1136489.02812257,0,3,70,"estimated"
"177",NA,-942914.758798987,1136489.02812257,3,20,80,"estimated"
"178",NA,-942914.758798987,1136489.02812257,20,66,80,"estimated"
"179",NA,-942899.427969064,1136409.71073975,3,30,28,"estimated"
"180",NA,-942899.427969064,1136409.71073975,30,91,28,"estimated"
"181",NA,-942899.427969064,1136409.71073975,91,102,28,"estimated"
"182",NA,-942829.374407617,1136286.71896111,3,10,28,"estimated"
"183",NA,-942829.374407617,1136286.71896111,10,61,28,"estimated"
"184",NA,-942829.374407617,1136286.71896111,61,91,28,"estimated"
"185",NA,-942779.545543474,1136098.94704312,3,5,28,"estimated"
"186",NA,-942779.545543474,1136098.94704312,5,36,28,"estimated"
"187",NA,-942779.545543474,1136098.94704312,36,91,28,"estimated"
"188",NA,-942802.237656988,1136153.6973602,3,10,28,"estimated"
"189",NA,-942802.237656988,1136153.6973602,10,61,28,"estimated"
"190",NA,-942802.237656988,1136153.6973602,61,112,28,"estimated"
"191",NA,-939724.829263132,1156211.3323785,3,30,70,"estimated"
"192",NA,-939724.829263132,1156211.3323785,30,91,80,"estimated"
"193",NA,-939724.829263132,1156211.3323785,91,142,80,"estimated"
"194",NA,-942920.695087684,1136448.14887905,10,61,28,"estimated"
"195",NA,-942920.695087684,1136448.14887905,61,122,28,"estimated"
"196",NA,-939693.840741336,1156159.81892391,0,5,60,"estimated"
"197",NA,-939693.840741336,1156159.81892391,5,25,70,"estimated"
"198",NA,-939718.291385144,1156248.11954345,3,20,70,"estimated"
"199",NA,-939718.291385144,1156248.11954345,20,20,70,"estimated"
"200",NA,-939702.119596845,1156187.91652213,0,25,60,"estimated"
"201",NA,-939702.119596845,1156187.91652213,25,71,70,"estimated"
"202",NA,-939702.119596845,1156187.91652213,71,107,80,"estimated"
"203",NA,-967378.286382077,1104969.87436384,0,25,0,"estimated"
"204",NA,-967378.286382077,1104969.87436384,25,76,0,"estimated"
"205",NA,-967378.286382077,1104969.87436384,76,114,30,"estimated"
"206",NA,-967378.286382077,1104969.87436384,114,140,40,"estimated"
"207",NA,-967508.19679801,1104349.83518604,0,15,0,"estimated"
"208",NA,-967508.19679801,1104349.83518604,15,46,0,"estimated"
"209",NA,-967508.19679801,1104349.83518604,46,76,25,"estimated"
"210",NA,-967508.19679801,1104349.83518604,76,127,35,"estimated"
"211",NA,-968315.733898097,1104606.55533971,0,51,0,"estimated"
"212",NA,-968315.733898097,1104606.55533971,51,102,0,"estimated"
"213",NA,-968315.733898097,1104606.55533971,102,163,15,"estimated"
"214",NA,-968304.765769909,1104430.68436493,0,10,0,"estimated"
"215",NA,-968304.765769909,1104430.68436493,10,41,0,"estimated"
"216",NA,-968304.765769909,1104430.68436493,41,112,0,"estimated"
"217",NA,-968304.765769909,1104430.68436493,112,152,0,"estimated"
"218",NA,-968203.271600709,1105242.4229151,0,25,0,"estimated"
"219",NA,-968203.271600709,1105242.4229151,25,102,0,"estimated"
"220",NA,-968203.271600709,1105242.4229151,102,122,0,"estimated"
"221",NA,-968203.271600709,1105242.4229151,122,152,10,"estimated"
"222",NA,-968147.806951298,1105041.03968825,0,20,0,"estimated"
"223",NA,-968147.806951298,1105041.03968825,20,61,0,"estimated"
"224",NA,-968147.806951298,1105041.03968825,61,102,0,"estimated"
"225",NA,-968147.806951298,1105041.03968825,102,102,0,"estimated"
"226",NA,-967398.31903144,1105217.35548934,0,20,0,"estimated"
"227",NA,-967398.31903144,1105217.35548934,20,51,0,"estimated"
"228",NA,-967398.31903144,1105217.35548934,51,91,35,"estimated"
"229",NA,-947412.025183824,1188150.66242407,0,3,0,"estimated"
"230",NA,-947412.025183824,1188150.66242407,3,41,10,"estimated"
"231",NA,-947412.025183824,1188150.66242407,41,76,12,"estimated"
"232",NA,-965897.271109422,1180263.68373151,0,5,0,"estimated"
"233",NA,-965897.271109422,1180263.68373151,5,30,0,"estimated"
"234",NA,-965897.271109422,1180263.68373151,30,36,0,"estimated"
"235",NA,-965897.271109422,1180263.68373151,36,61,0,"estimated"
"236",NA,-964470.728078969,1115087.28078315,0,3,60,"estimated"
"237",NA,-964470.728078969,1115087.28078315,3,10,80,"estimated"
"238",NA,-964470.728078969,1115087.28078315,10,20,90,"estimated"
"239",NA,-964454.402585637,1115225.17470193,0,3,40,"estimated"
"240",NA,-964454.402585637,1115225.17470193,3,10,60,"estimated"
"241",NA,-964454.402585637,1115225.17470193,10,30,70,"estimated"
"242",NA,-964454.402585637,1115225.17470193,30,66,80,"estimated"
"243",NA,-964454.402585637,1115225.17470193,66,76,80,"estimated"
"244",NA,-964443.021509066,1115270.56710428,0,3,30,"estimated"
"245",NA,-964443.021509066,1115270.56710428,3,10,30,"estimated"
"246",NA,-964443.021509066,1115270.56710428,10,51,70,"estimated"
"247",NA,-964450.213927319,1115165.14385532,3,10,70,"estimated"
"248",NA,-964450.213927319,1115165.14385532,10,25,80,"estimated"
"249",NA,-964463.235310643,1115009.75096988,0,3,60,"estimated"
"250",NA,-964463.235310643,1115009.75096988,3,10,70,"estimated"
"251",NA,-964463.235310643,1115009.75096988,10,20,80,"estimated"
"252",NA,-964463.235310643,1115009.75096988,20,41,90,"estimated"
"253",NA,-964463.235310643,1115009.75096988,41,76,90,"estimated"
"254",NA,-964445.057444349,1115115.12609444,0,3,80,"estimated"
"255",NA,-964463.423869169,1114914.77009519,0,3,70,"estimated"
"256",NA,-964463.423869169,1114914.77009519,3,15,80,"estimated"
"257",NA,-964463.423869169,1114914.77009519,15,25,90,"estimated"
"258",NA,-964463.423869169,1114914.77009519,25,76,90,"estimated"
"259",NA,-964458.562724773,1114954.72679182,0,3,90,"estimated"
"260",NA,-964458.562724773,1114954.72679182,3,10,90,"estimated"
"261",NA,-964458.562724773,1114954.72679182,10,20,90,"estimated"
"262",NA,-964448.765728083,1115045.74997165,0,3,50,"estimated"
"263",NA,-964448.765728083,1115045.74997165,3,10,60,"estimated"
"264",NA,-964448.765728083,1115045.74997165,10,41,70,"estimated"
"265",NA,-964448.765728083,1115045.74997165,41,76,70,"estimated"
"266",NA,-964459.248721175,1114906.28276203,0,3,60,"estimated"
"267",NA,-964459.248721175,1114906.28276203,3,10,70,"estimated"
"268",NA,-964459.248721175,1114906.28276203,10,25,90,"estimated"
"269",NA,-939677.525312068,1156121.84882468,0,20,60,"estimated"
"270",NA,-939677.525312068,1156121.84882468,20,71,7,"estimated"
"271",NA,-939677.525312068,1156121.84882468,71,142,8,"estimated"
"272",NA,-939659.352163633,1156092.80128199,0,41,66,"estimated"
"273",NA,-939659.352163633,1156092.80128199,41,81,70,"estimated"
"274",NA,-939659.352163633,1156092.80128199,81,127,80,"estimated"
"275",NA,-968902.998073406,1145508.0654622,0,30,20,"estimated"
"276",NA,-968902.998073406,1145508.0654622,30,91,60,"estimated"
"277",NA,-968902.998073406,1145508.0654622,91,107,50,"estimated"
"278",NA,-968921.224862337,1143583.91472756,8,76,28,"estimated"
"279",NA,-968921.224862337,1143583.91472756,76,91,28,"estimated"
"280",NA,-968921.224862337,1143583.91472756,91,127,28,"estimated"
"281",NA,-968705.351539834,1145042.17122313,0,30,20,"estimated"
"282",NA,-968705.351539834,1145042.17122313,30,91,40,"estimated"
"283",NA,-968705.351539834,1145042.17122313,91,117,0,"estimated"
"284",NA,-968850.763471899,1143290.01368646,0,13,25,"estimated"
"285",NA,-968850.763471899,1143290.01368646,13,76,20,"estimated"
"286",NA,-968850.763471899,1143290.01368646,76,132,0,"estimated"
"287",NA,-968762.211702526,1142955.95446455,0,30,20,"estimated"
"288",NA,-968762.211702526,1142955.95446455,30,61,20,"estimated"
"289",NA,-968762.211702526,1142955.95446455,61,152,0,"estimated"
"290",NA,-968572.005146118,1144716.93325577,0,10,5,"estimated"
"291",NA,-968572.005146118,1144716.93325577,10,102,5,"estimated"
"292",NA,-968572.005146118,1144716.93325577,102,114,0,"estimated"
"293",NA,-968684.919216521,1142660.38635556,0,13,15,"estimated"
"294",NA,-968684.919216521,1142660.38635556,13,51,20,"estimated"
"295",NA,-968684.919216521,1142660.38635556,51,135,28,"estimated"
"296",NA,-968491.379512844,1144435.19200751,0,30,20,"estimated"
"297",NA,-968491.379512844,1144435.19200751,30,91,2,"estimated"
"298",NA,-968491.379512844,1144435.19200751,91,127,0,"estimated"
"299",NA,-968496.70020033,1142024.5639627,0,30,15,"estimated"
"300",NA,-968496.70020033,1142024.5639627,30,61,20,"estimated"
"301",NA,-968496.70020033,1142024.5639627,61,132,28,"estimated"
"302",NA,-934693.401075471,1218406.78741158,4,40,28,"estimated"
"303",NA,-967654.510641945,1103808.17935796,0,15,0,"estimated"
"304",NA,-967654.510641945,1103808.17935796,15,61,0,"estimated"
"305",NA,-967654.510641945,1103808.17935796,61,152,0,"estimated"
"306",NA,-937041.696386522,1137879.15472233,20,60,5,"estimated"
"307",NA,-937041.696386522,1137879.15472233,60,120,5,"estimated"
"308",NA,-937041.696386522,1137879.15472233,120,152,15,"estimated"
"309",NA,-932104.51202732,1124570.45034487,5,15,70,"estimated"
"310",NA,-932104.51202732,1124570.45034487,15,90,70,"estimated"
"311",NA,-932104.51202732,1124570.45034487,90,152,70,"estimated"
"312",NA,-961141.945325355,1120690.14737427,36,55,4,"estimated"
"313",NA,-961102.0806484,1120296.17427152,0,12,28,"estimated"
"314",NA,-961102.0806484,1120296.17427152,12,34,28,"estimated"
"315",NA,-959937.232434507,1121723.32072171,1,14,28,"estimated"
"316",NA,-959937.232434507,1121723.32072171,14,36,15,"estimated"
"317",NA,-959937.232434507,1121723.32072171,36,60,28,"estimated"
"318",NA,-961277.304626803,1119878.44757948,0,6,28,"estimated"
"319",NA,-961277.304626803,1119878.44757948,6,18,28,"estimated"
"320",NA,-961277.304626803,1119878.44757948,18,50,28,"estimated"
"321",NA,-960092.384896246,1120385.91779595,0,12,28,"estimated"
"322",NA,-960092.384896246,1120385.91779595,12,40,28,"estimated"
"323",NA,-960092.384896246,1120385.91779595,40,60,5,"estimated"
"324",NA,-938748.396964553,1174992.95044162,0,15,0,"estimated"
"325",NA,-938748.396964553,1174992.95044162,15,51,5,"estimated"
"326",NA,-938748.396964553,1174992.95044162,51,76,5,"estimated"
"327",NA,-938748.396964553,1174992.95044162,76,102,8,"estimated"
"328",NA,-960002.833788473,1121054.47387772,0,8,28,"estimated"
"329",NA,-960002.833788473,1121054.47387772,8,60,28,"estimated"
"330",NA,-938786.65058066,1149350.43691916,5,40,70,"estimated"
"331",NA,-938786.65058066,1149350.43691916,40,65,70,"estimated"
"332",NA,-938786.65058066,1149350.43691916,65,90,70,"estimated"
"333",NA,-938786.65058066,1149350.43691916,90,140,70,"estimated"
"334",NA,-959912.95789451,1121488.5159632,1,12,28,"estimated"
"335",NA,-959912.95789451,1121488.5159632,12,30,28,"estimated"
"336",NA,-959912.95789451,1121488.5159632,30,45,28,"estimated"
"337",NA,-959912.95789451,1121488.5159632,45,60,28,"estimated"
"338",NA,-960022.936343762,1120794.63359261,0,12,28,"estimated"
"339",NA,-960022.936343762,1120794.63359261,12,36,28,"estimated"
"340",NA,-960022.936343762,1120794.63359261,36,48,28,"estimated"
"341",NA,-960022.936343762,1120794.63359261,48,60,28,"estimated"
"342",NA,-970350.195938738,1133856.21444459,0,25,70,"estimated"
"343",NA,-932073.329192096,1124489.62170761,15,75,70,"estimated"
"344",NA,-932073.329192096,1124489.62170761,75,152,70,"estimated"
"345",NA,-978235.164104639,1236819.61991635,44,70,49,"estimated"
"346",NA,-978048.527751292,1246589.70933898,48,120,49,"estimated"
"347",NA,-978048.527751292,1246589.70933898,120,158,49,"estimated"
"348",NA,-978582.916914083,1237020.02711535,47,100,49,"estimated"
"349",NA,-978910.682205372,1235228.0292836,49,150,0,"estimated"
"350",NA,-978619.289244544,1235755.56105838,62,115,51,"estimated"
"351",NA,-979772.742286519,1232532.21476234,0,5,0,"estimated"
"352",NA,-979772.742286519,1232532.21476234,5,108,0,"estimated"
"353",NA,-979772.742286519,1232532.21476234,108,151,51,"estimated"
"354",NA,-963899.098488312,1236721.20760284,0,2,0,"estimated"
"355",NA,-963899.098488312,1236721.20760284,2,21,0,"estimated"
"356",NA,-963899.098488312,1236721.20760284,21,94,0,"estimated"
"357",NA,-963899.098488312,1236721.20760284,94,137,0,"estimated"
"358",NA,-963899.098488312,1236721.20760284,137,145,0,"estimated"
"359",NA,-956944.591622005,1113979.34592989,0,5,0,"field_lab"
"360",NA,-956944.591622005,1113979.34592989,5,36,0,"field_lab"
"361",NA,-956944.591622005,1113979.34592989,36,76,0,"field_lab"
"362",NA,-956944.591622005,1113979.34592989,76,117,5,"field_lab"
"363",NA,-956944.591622005,1113979.34592989,117,152,10,"field_lab"
"364",NA,-975082.967371506,1150245.62398267,0,20,0,"estimated"
"365",NA,-975082.967371506,1150245.62398267,20,30,50,"estimated"
"366",NA,-975082.967371506,1150245.62398267,30,30,70,"estimated"
"367",NA,-958294.316363051,1204725.34511108,0,20,0,"estimated"
"368",NA,-958294.316363051,1204725.34511108,20,76,0,"estimated"
"369",NA,-958294.316363051,1204725.34511108,76,102,0,"estimated"
"370",NA,-958180.725911054,1204816.61331384,0,25,0,"estimated"
"371",NA,-958180.725911054,1204816.61331384,25,61,0,"estimated"
"372",NA,-958180.725911054,1204816.61331384,61,102,0,"estimated"
"373",NA,-958180.725911054,1204816.61331384,102,152,0,"estimated"
"374",NA,-958065.13597084,1204897.57271472,0,20,0,"estimated"
"375",NA,-958065.13597084,1204897.57271472,20,61,0,"estimated"
"376",NA,-958065.13597084,1204897.57271472,61,127,0,"estimated"
"377",NA,-957952.868898282,1205006.16750758,0,36,0,"estimated"
"378",NA,-957952.868898282,1205006.16750758,36,61,0,"estimated"
"379",NA,-957952.868898282,1205006.16750758,61,102,0,"estimated"
"380",NA,-957952.868898282,1205006.16750758,102,152,0,"estimated"
"381",NA,-957841.331294029,1205086.50506408,0,25,0,"estimated"
"382",NA,-957841.331294029,1205086.50506408,25,61,0,"estimated"
"383",NA,-957841.331294029,1205086.50506408,61,127,0,"estimated"
"384",NA,-959449.112529398,1167832.95967568,0,3,0,"estimated"
"385",NA,-959449.112529398,1167832.95967568,76,124,15,"estimated"
"386",NA,-959449.112529398,1167832.95967568,127,74,25,"estimated"
"387",NA,-947811.614332667,1205863.5593141,0,38,0,"estimated"
"388",NA,-947811.614332667,1205863.5593141,38,76,0,"estimated"
"389",NA,-944704.564697895,1208872.85849532,0,15,0,"estimated"
"390",NA,-944704.564697895,1208872.85849532,15,61,0,"estimated"
"391",NA,-944592.118260388,1209066.45102309,0,25,0,"estimated"
"392",NA,-944592.118260388,1209066.45102309,25,71,0,"estimated"
"393",NA,-944592.118260388,1209066.45102309,71,89,0,"estimated"
"394",NA,-944223.667455802,1209700.90830493,0,25,0,"estimated"
"395",NA,-944223.667455802,1209700.90830493,25,86,0,"estimated"
"396",NA,-943997.378118363,1210123.37871122,0,25,0,"estimated"
"397",NA,-943997.378118363,1210123.37871122,25,51,0,"estimated"
"398",NA,-943997.378118363,1210123.37871122,51,76,0,"estimated"
"399",NA,-936080.939188522,1150329.33824075,5,20,70,"estimated"
"400",NA,-936080.939188522,1150329.33824075,20,60,70,"estimated"
"401",NA,-936080.939188522,1150329.33824075,60,60,70,"estimated"
"402",NA,-934722.202902752,1150812.70150002,5,30,70,"estimated"
"403",NA,-934722.202902752,1150812.70150002,30,50,70,"estimated"
"404",NA,-936761.761106419,1150093.36708238,0,15,70,"estimated"
"405",NA,-936761.761106419,1150093.36708238,15,30,70,"estimated"
"406",NA,-936761.761106419,1150093.36708238,30,30,70,"estimated"
"407",NA,-957494.892773589,1108301.19191774,0,51,5,"estimated"
